rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
301,REPAIR,غرفة,room; chamber,ɣˈurfa,ghohohrfa,Machine hint is unusable; normalize standard MSA form,/ɣurfa/,ghurfa
302,REPAIR,مال,money; wealth; leaned/inclined (depending on vocalization),mˈaːl,mal,Workbook gloss spans noun مَال and past verb مَالَ; include both readings,/maːl/ / /maːla/,māl / māla
303,REPAIR,يجعل,makes; renders; causes,jdʒʕl,yy‘l,Machine candidate omits the lexical short vowels,/jadʒʕal/,yajʿal
304,REPAIR,مشاركة,participation; sharing,muʃˈaːrakˌa,mohohsharaka,Machine hint is unusable; normalize standard MSA form,/muʃaːraka/,mushāraka
305,REPAIR,عزيز,dear; precious; respected,ʕˈaziːz,‘azayayz,Machine hint is unusable; normalize ʿayn and vowel length,/ʕaziːz/,ʿazīz
306,REPAIR,إله,god; deity,ʔˈilaːh,ʔayaylah,Machine hint is unusable; normalize hamza and vowel length,/ʔilaːh/,ʾilāh
307,REPAIR,رؤية,vision; seeing; view,rˈuʔja,rohohʔya,Machine hint is unusable; normalize hamza and standard vowel sequence,/ruʔja/,ruʾya
308,REPAIR,وجه,face; direction; aspect; directed,wˈadʒh,wayh,Workbook gloss spans noun وَجْه and past verb وَجَّهَ; include both readings,/wadʒh/ / /wadʒdʒaha/,wajh / wajjaha
309,REPAIR,ضد,against; opposite,dˤˈi.dː,dˤayay.d,Machine syllabification/hint is malformed; normalize emphatic geminate,/dˤidd/,ḍidd
310,REPAIR,خاص,special; private; particular,xˈa.ːs̪ː,kha.s̪,Machine consonant quality is wrong for geminated emphatic ṣ and syllabification is malformed,/xaːsˤsˤ/,khāṣṣ
311,REPAIR,يبقى,remains; stays,jbqˈa,ybqa,Machine candidate omits the initial short vowel and final vowel length,/jabqaː/,yabqā
312,REPAIR,لقاء,meeting; encounter,liqˈa.ːʔ,layayqa.ʔ,Machine syllabification/hint is malformed; normalize long vowel and hamza,/liqaːʔ/,liqāʾ
313,REPAIR,عودة,return; comeback,ʕˈawda,‘awda,Normalize broad IPA and ʿayn transliteration,/ʕawda/,ʿawda
314,REPAIR,أكبر,bigger; larger; greatest; largest,ʔˈakbar,ʔakbar,Normalize broad IPA and learner hamza marker,/ʔakbar/,ʾakbar
315,REPAIR,قوات,forces; troops,qwˈaːt,qwat,Machine candidate omits the lexical vowel and gemination of قُوَّات,/quwwaːt/,quwwāt
316,REPAIR,نقل,transfer; transport; transmission; transferred/moved,nˈaqal,naqal,Workbook gloss spans noun نَقْل and past verb نَقَلَ; include both readings,/naql/ / /naqala/,naql / naqala
317,REPAIR,يصل,arrives; reaches,js̪l,ys̪l,Machine candidate omits lexical vowels and fails to mark emphatic ṣ,/jasˤil/,yaṣil
318,REPAIR,إضافة,addition; adding,ʔˈidˤaːfˌa,ʔayaydˤafa,Machine hint is unusable; normalize emphatic consonant and long vowel,/ʔidˤaːfa/,ʾiḍāfa
319,REPAIR,رأس,head; top; headed/presided,rˈaʔs,raʔs,Workbook gloss spans noun رَأْس and past verb رَأَسَ; include both readings,/raʔs/ / /raʔasa/,raʾs / raʾasa
320,REPAIR,حسن,good/fine; goodness/beauty; became good/beautiful (depending on vocalization),ħˈasan,hasan,Workbook gloss spans حَسَن and حُسْن and حَسُنَ; include all relevant readings,/ħasan/ / /ħusn/ / /ħasuna/,ḥasan / ḥusn / ḥasuna
321,REPAIR,فكرة,idea; thought,fˈikra,fayaykra,Machine hint is unusable; normalize standard MSA form,/fikra/,fikra
322,REPAIR,أخذ,taking; took,ʔˈaχað,ʔakhadh,Workbook gloss spans noun أَخْذ and past verb أَخَذَ; include both readings,/ʔaxð/ / /ʔaxaða/,ʾakhdh / ʾakhadha
323,REPAIR,أشار,indicated; pointed out; referred to,ʔaʃˈaːr,ʔashar,Machine form drops the lexical final vowel and hint loses vowel length,/ʔaʃaːra/,ʾashāra
324,REPAIR,فتاة,girl; young woman,fˈataːh,fatah,Normalize broad IPA and preserve vowel length,/fataːh/,fatāh
325,REPAIR,حركة,movement; motion,ħˈarakˌa,haraka,Normalize broad IPA and distinguish ḥ,/ħaraka/,ḥaraka
326,REPAIR,هكذا,like this; thus; in this way,hˈaːkaðˌaː,hakadha,Normalize broad IPA and preserve both long vowels,/haːkaðaː/,hākadhā
327,REPAIR,قوة,strength; force; power,qˈuwwa,qohohwwa,Machine hint is unusable; normalize standard MSA form,/quwwa/,quwwa
328,REPAIR,برنامج,program; programme,ba.rnˈaːmadʒ,ba.rnamay,Machine syllabification/hint is malformed; normalize standard MSA borrowing,/barnaːmadʒ/,barnāmaj
329,REPAIR,حصول,occurrence; obtaining; acquisition,ħˈus̪uːl,hohohs̪ohohl,Machine consonant quality is wrong for emphatic ṣ and hint is unusable,/ħusˤuːl/,ḥuṣūl
330,REPAIR,ذهب,gold; went (depending on vocalization),ðˈahab,dhahab,Workbook gloss spans noun ذَهَب and past verb ذَهَبَ; include both readings,/ðahab/ / /ðahaba/,dhahab / dhahaba
331,REPAIR,يبدأ,begins; starts,jbdʔ,ybdʔ,Machine candidate omits lexical short vowels,/jabdaʔ/,yabdaʾ
332,REPAIR,ذات,"self; essence; having; possessing (feminine form corresponding to ذو, depending on construction)",ðˈaːt,dhat,Normalize broad IPA and preserve vowel length,/ðaːt/,dhāt
333,REPAIR,تحدث,speaking; conversation; spoke/talked,taħˈadːaθ,tahadath,Workbook gloss spans verbal noun تَحَدُّث and past verb تَحَدَّثَ; include both readings,/taħadduθ/ / /taħaddaθa/,taḥadduth / taḥaddatha
334,REPAIR,وصل,arrived; reached; connected,wˈas̪a.l,was̪a.l,Machine consonant quality is wrong for emphatic ṣ and drops the lexical final vowel,/wasˤala/,waṣala
335,REPAIR,علم,knowledge; science; flag; knew/recognized; taught/instructed (depending on vocalization/form),ʕˈilm,‘ayaylm,Workbook gloss spans عِلْم and عَلَم and عَلِمَ and عَلَّمَ; include all readings,/ʕilm/ / /ʕalam/ / /ʕalima/ / /ʕallama/,ʿilm / ʿalam / ʿalima / ʿallama
336,REPAIR,أما,as for; whereas; as regards (أَمَّا),ʔˈammaː,ʔamma,Normalize broad IPA and preserve final vowel length,/ʔammaː/,ʾammā
337,REPAIR,أعلن,announced; declared,ʔˈaʕlan,ʔa‘lan,Machine form drops the lexical final vowel of the past verb,/ʔaʕlana/,ʾaʿlana
338,REPAIR,إطلاقا,at all; absolutely,ʔt̪lˈaːqaː,ʔt̪laqa,Machine candidate omits the initial vowel and misreads emphatic ṭ plus tanwin,/ʔitˤlaːqan/,ʾiṭlāqan
339,REPAIR,تماما,completely; entirely; exactly,tmˈaːmaː,tmama,Machine candidate omits lexical short vowels and misreads tanwin,/tamaːman/,tamāman
340,REPAIR,فرصة,opportunity; chance,fˈurs̪a,fohohrs̪a,Machine consonant quality is wrong for emphatic ṣ and hint is unusable,/fursˤa/,furṣa
341,REPAIR,بحث,research; search; searched/researched,bˈaħθ,bahth,Workbook gloss spans noun بَحْث and past verb بَحَثَ; include both readings,/baħθ/ / /baħaθa/,baḥth / baḥatha
342,REPAIR,يخرج,goes out; exits; leaves,jχrdʒ,ykhry,Machine candidate omits lexical short vowels,/jaxrudʒ/,yakhruj
343,REPAIR,حكم,judgment; ruling; government; ruled/judged,ħˈukm,hohohkm,Workbook gloss spans noun حُكْم and past verb حَكَمَ; include both readings,/ħukm/ / /ħakama/,ḥukm / ḥakama
344,REPAIR,طفل,child,t̪ˈifl,t̪ayayfl,Machine consonant quality is wrong for emphatic ṭ and hint is unusable,/tˤifl/,ṭifl
345,REPAIR,قضية,case; issue; cause,qadˤˈijja,qadˤayayyya,Machine hint is unusable; normalize emphatic consonant and gemination,/qadˤijja/,qaḍiyya
346,REPAIR,أعلى,higher; highest; upper,ʔˈaʕlaː,ʔa‘la,Normalize broad IPA and preserve ʿayn plus final vowel length,/ʔaʕlaː/,ʾaʿlā
347,REPAIR,ما,how...!; what a...! (exclamative ma in the ma afala pattern),mˈaː,ma,Normalize broad monosyllabic IPA and preserve vowel length,/maː/,mā
348,REPAIR,دعم,support; backing; supported,dˈaʕm,da‘m,Workbook gloss spans noun دَعْم and past verb دَعَمَ; include both readings,/daʕm/ / /daʕama/,daʿm / daʿama
349,REPAIR,حاجة,need; necessity,ħˈaːdʒa,haya,Machine hint is unusable; distinguish ḥ and preserve vowel length,/ħaːdʒa/,ḥāja
350,REPAIR,تعال,come!,tˈaʕaːlˌa,ta‘ala,Normalize broad MSA imperative and preserve ʿayn plus long vowel,/taʕaːla/,taʿāla
