rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
301,REPAIR,corps,body,kˈɔʁ,kohr,Remove inappropriate lexical stress; final written ps is silent.,/kɔʁ/,kawr
302,REPAIR,attention,attention; vigilance; care; watch out!; careful!,atɑ̃sjˈɔ̃,atansyohn,Remove inappropriate lexical stress; both nasal vowels should be explicit.,/atɑ̃sjɔ̃/,ah-tahn-syohn (nasal vowels)
303,REPAIR,tellement,so; so much; so many,tɛlmˈɑ̃,taylman,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/tɛlmɑ̃/,tel-mahn (nasal final vowel)
304,REPAIR,écrire,to write,ekʁˈiʁ,aykrayayr,Remove inappropriate lexical stress; learner hint is corrupted.,/ekʁiʁ/,ay-kreer
305,REPAIR,madame,Mrs; lady; madam,madˈam,madam,Remove inappropriate lexical stress; both /a/ vowels are open.,/madam/,mah-dahm
306,REPAIR,ni,neither; nor,ni,nayay,Learner hint is corrupted.,/ni/,nee
307,REPAIR,matin,morning,matˈɛ̃,matayayn,Remove inappropriate lexical stress; final vowel is nasal /ɛ̃/.,/matɛ̃/,mah-tehn (nasal final vowel)
308,REPAIR,fort,strong; powerful; loud; strongly; very; fort; stronghold,fˈɔʁ,fohr,Remove inappropriate lexical stress; IPA otherwise correct for isolated masculine/adverbial form.,/fɔʁ/,fawr
309,REPAIR,chéri,cherished; beloved; dear; darling; sweetheart,ʃeʁˈi,shayrayay,Remove inappropriate lexical stress; learner hint is corrupted.,/ʃeʁi/,shay-ree
310,REPAIR,important,"important; significant; considerable; importing (present participle of importer, context-dependent)",ɛ̃pɔʁtˈɑ̃,ayaynpohrtan,Remove inappropriate lexical stress; both edge vowels are nasal.,/ɛ̃pɔʁtɑ̃/,ehn-pawr-tahn (nasal edge vowels)
311,REPAIR,aucune,no; none; not any (feminine),okˈyn,ohkyn,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/okyn/,oh-kün
312,REPAIR,garçon,boy; young man; man; ellipsis of garçon de café,ɡaʁsˈɔ̃,garsohn,Remove inappropriate lexical stress; final vowel is nasal /ɔ̃/.,/ɡaʁsɔ̃/,gar-sohn (nasal final vowel)
