rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
801,REPAIR,اتصلت بصديقي بعد أن وصلتُ إلى المحطة.,I called my friend after arriving at the station.,ˈats̪lt bs̪diːqˌi bˈaʕd ʔn ws̪ltu ʔˈilaː ʔalmˈaħat̪t̪ˌa.,ats̪lt bs̪dayayqayay ba‘d ʔn ws̪ltohoh ʔayayla ʔalmahat̪t̪a.,Machine omits lexical/geminate vowels and emphatic ṣ in first-person اِتَّصَلْتُ and بِصَدِيقِي plus وَصَلْتُ; fails to mark emphatic/geminate ṭṭ in المَحَطَّة,/ʔittasˤaltu bisˤadiːqiː baʕda ʔan wasˤaltu ʔilaː al-maħatˤtˤa/,ʾittaṣaltu biṣadīqī baʿda ʾan waṣaltu ʾilā al-maḥaṭṭa
802,REPAIR,لا أستطيع ابتكار خطة الآن.,I can't come up with a plan right now.,lˈaː ʔstt̪ˈi.ːʕ ˈibtikˌaːr χˈut̪t̪a alʔˈaːn.,la ʔstt̪ayay.‘ ayaybtayaykar khohoht̪t̪a alʔan.,Machine omits lexical vowels/emphatic ṭ in أَسْتَطِيعُ and fails to mark emphatic/geminate ṭṭ in خُطَّة; hint is unusable,/laː ʔastatˤiːʕu ʔibtikaːra xutˤtˤa al-ʔaːn/,lā ʾastaṭīʿu ʾibtikāra khuṭṭa al-ʾān
803,REPAIR,لا يمكنني أن أنسى اليوم الذي قابلته فيه.,I can't forget the day when I met him.,lˈaː jmknnˈiː ʔn ʔˈansaː ʔaljˈawm ʔˈallaðˌiː qˈaːblth fˈiːh.,la ymknnayay ʔn ʔansa ʔalyawm ʔalladhayay qablth fayayh.,Machine misvocalizes يُمْكِنُنِي and omits first-person/object vowels in قَابَلْتُهُ plus pronominal فِيهِ,/laː jumkinuniː ʔan ʔansaː al-jawm allaðiː qaːbaltuhu fiːhi/,lā yumkinunī ʾan ʾansā al-yawm alladhī qābaltuhu fīhi
804,REPAIR,لم أتوقع وجود هذا العدد الكبير من الناس هنا.,I didn't expect so many people to be here.,lˈam ʔtˈuːqʕ wudʒˈuːd hˈaːðaː ʔalʕˈadad ʔalkabˈiːr mˈin ʔannˈaːs hˈunaː.,lam ʔtohohq‘ wohohyohohd hadha ʔal‘adad ʔalkabayayr mayayn ʔannas hohohna.,Machine misvocalizes form-V jussive أَتَوَقَّعْ and omits case/object vowel in وُجُودَ; hint mistransliterates ج,/lam ʔatawaqqaʕ wudʒuːda haːðaː al-ʕadad al-kabiːr min an-naːs hunaː/,lam ʾatawaqqaʿ wujūda hādhā al-ʿadad al-kabīr min an-nās hunā
805,REPAIR,لا أحب أحدًا بقدر ما أحبك.,I don't love anyone as much as I love you.,lˈaː ʔˈaħabː ʔˈaħadˌan bqdr mˈaː ʔˈaħabːkˌa.,la ʔahab ʔahadan bqdr ma ʔahabka.,Machine misvocalizes أُحِبُّ/أُحِبُّكَ and omits lexical vowels in بِقَدْرِ,/laː ʔuħibbu ʔaħadan biqadri maː ʔuħibbuka/,lā ʾuḥibbu ʾaḥadan biqadri mā ʾuḥibbuka
806,REPAIR,لا أتذكّر أين وضعت مفاتيحي.,I do not remember where I put the keys.,lˈaː ʔtðkːr ʔˈajna wdˤʕt mfˈaːtiːħˌiː.,la ʔtdhkr ʔayna wdˤ‘t mfatayayhayay.,Machine omits lexical/geminate vowels in أَتَذَكَّرُ and first-person وَضَعْتُ plus lexical vowel in مَفَاتِيحِي,/laː ʔataðakkaru ʔajna wadˤaʕtu mafaːtiːħiː/,lā ʾatadhakkaru ʾayna waḍaʿtu mafātīḥī
807,REPAIR,لا أرى مشكلة فيما تفعل.,I don't see a problem with what you're doing.,lˈaː ʔrˈaː mˈuʃkilˌa fˈiːmaː tfʕl.,la ʔra mohohshkayayla fayayma tf‘l.,Machine omits lexical vowel in تَفْعَلُ and hint is unusable,/laː ʔaraː muʃkila fiːmaː tafʕal/,lā ʾarā mushkila fīmā tafʿal
808,REPAIR,لا أريد الجلوس في الظلام بمفردي.,I don't want to sit alone in the dark.,lˈaː ʔrˈiːd ʔaldʒˈuluːs fˈiː ʔaððˈalaːm bmfrdiː.,la ʔrayayd ʔalyohohlohohs fayay ʔadhdhalam bmfrdayay.,Machine omits lexical vowels in أُرِيدُ and بِمُفْرَدِي and fails to mark emphatic/sun-letter ẓ in الظَّلَام; hint mistransliterates ج,/laː ʔuriːdu al-dʒuluːs fiː aðˤ-ðˤalaːm bimufradiː/,lā ʾurīdu al-julūs fī aẓ-ẓalām bimufradī
809,REPAIR,لا أريد أن أتحدث بشأن هذا الآن.,I don't want to talk about this right now.,lˈaː ʔrˈiːd ʔn ʔtħdθ bʃʔn hˈaːðaː alʔˈaːn.,la ʔrayayd ʔn ʔthdth bshʔn hadha alʔan.,Machine omits lexical vowels in أُرِيدُ and form-V subjunctive أَتَحَدَّثَ plus prepositional vowels in بِشَأْنِ,/laː ʔuriːdu ʔan ʔataħaddaθa biʃaʔni haːðaː al-ʔaːn/,lā ʾurīdu ʾan ʾataḥaddatha bishaʾni hādhā al-ʾān
810,REPAIR,أطعم قطتي كل صباح وكل مساء.,I feed my cat every morning and every evening.,ʔˈat̪ʕam qt̪tˈiː kˈull s̪ˈabaːħ wˈakal mˈasaːʔ.,ʔat̪‘am qt̪tayay kohohll s̪abah wakal masaʔ.,Machine misvocalizes present form-IV أُطْعِمُ and fails to mark emphatic/geminate ṭṭ in قِطَّتِي plus emphatic ṣ in صَبَاح; corrupts وَكُلَّ,/ʔutˤʕimu qitˤtˤatiː kulla sˤabaːħ wa-kulla masaːʔ/,ʾuṭʿimu qiṭṭatī kulla ṣabāḥ wa-kulla masāʾ
