rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
1,REPAIR,هل أنت جاهز؟,Are you ready?,hˈal ʔˈanta dʒˈaːhiz,hal ʔanta yahayayz,Machine hint is unusable; normalize broad MSA sentence pronunciation,/hal ʔanta dʒaːhiz/,hal ʾanta jāhiz
2,REPAIR,هل نستطيع أن نذهب؟,Can we go?,hˈal nstt̪ˈi.ːʕ ʔn nðhb,hal nstt̪ayay.‘ ʔn ndhhb,Machine candidate omits lexical vowels and emphatic ṭ,/hal nastatˤiːʕ ʔan naðhab/,hal nastaṭīʿ ʾan nadhhab
3,REPAIR,هل يمكنك القدوم؟,Can you come?,hˈal jmkˈunnakˌa ʔalqˈaduːm,hal ymkohohnnaka ʔalqadohohm,Machine candidate misvocalizes يُمْكِنُكَ and hint is unusable,/hal jumkinuka al-quduːm/,hal yumkinuka al-qudūm
4,REPAIR,هل اتصلت؟,Did you call?,hˈal ˈats̪lt,hal ats̪lt,Machine candidate omits lexical vowels/gemination and emphatic ṣ,/hal ʔittasˤalta/,hal ʾittaṣalta
5,REPAIR,هل تفهم؟,Do you understand?,hˈal tˈafahhˌum,hal tafahhohohm,Machine candidate misreads the verb as a noun/verbal noun; correct finite verb is تَفْهَم,/hal tafham/,hal tafham
6,REPAIR,كيف حالك؟,How are you?,kˈajfa ħˈaːlik,kayfa halayayk,Machine misvocalizes the possessive form and hint is unusable,/kajfa ħaːluka/,kayfa ḥāluka
7,REPAIR,أين نحن؟,Where are we?,ʔˈajna nˈaħnu,ʔayna nahnohoh,Machine hint is unusable; normalize ḥ,/ʔajna naħnu/,ʾayna naḥnu
8,REPAIR,أين أنت؟,Where are you?,ʔˈajna ʔˈanta,ʔayna ʔanta,Normalize learner hamza markers,/ʔajna ʔanta/,ʾayna ʾanta
9,REPAIR,من أنت؟,Who are you?,mˈin ʔˈanta,mayayn ʔanta,Machine misreads interrogative مَنْ as preposition مِنْ,/man ʔanta/,man ʾanta
10,REPAIR,ها نحن ذا,Here we are!,hˈaː nˈaħnu ðˈaː,ha nahnohoh dha,Machine hint is unusable; normalize vowel length and ḥ,/haː naħnu ðaː/,hā naḥnu dhā
11,REPAIR,اتصل بي غدًا.,Call me tomorrow.,ˈitːas̪ˌal bˈiː ɣˈadan.,ayaytas̪al bayay ghadan.,Machine misreads imperative اِتَّصِل and fails to mark emphatic ṣ,/ʔittasˤil biː ɣadan/,ʾittaṣil bī ghadan
12,REPAIR,ها قد وصلنا.,Here we are.,hˈaː qˈad ws̪lnaː.,ha qad ws̪lna.,Machine candidate omits lexical short vowel and emphatic ṣ; hint loses length,/haː qad wasˤalnaː/,hā qad waṣalnā
