rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
1,REPAIR,في,in; at,fˈiː,fayay,Machine hint is unusable and stress notation is unnecessary in broad monosyllabic IPA,/fiː/,fī
2,REPAIR,أن,that; to (subordinator: أَنْ / أَنَّ),ʔn,ʔn,Unvocalized spelling covers two workbook senses and the machine candidate omits both short-vowel patterns,/ʔan/ / /ʔanna/,ʾan / ʾanna
3,REPAIR,من,from (مِنْ); who; whom; whoever (مَنْ),mˈin,mayayn,Workbook senses require both standard readings and the machine hint is unusable,/min/ / /man/,min / man
4,REPAIR,على,on; upon; over,ʕˈalaː,‘ala,Normalize to broad MSA IPA and standardized transliteration,/ʕalaː/,ʿalā
5,REPAIR,لا,no; not,lˈaː,la,Normalize broad IPA and preserve long vowel in learner hint,/laː/,lā
6,REPAIR,إلى,to; toward,ʔˈilaː,ʔayayla,Machine hint is unusable; normalize hamza and long vowel,/ʔilaː/,ʾilā
7,REPAIR,هذا,this (masculine singular),hˈaːðaː,hadha,Normalize broad MSA IPA and mark both long vowels in learner hint,/haːðaː/,hādhā
8,REPAIR,كان,was; were; be (past form of كان),kˈaːn,kan,Machine form drops the lexical final vowel of the MSA past verb,/kaːna/,kāna
9,REPAIR,إن,if (إِنْ); indeed; certainly (إِنَّ),ʔˈin,ʔayayn,Workbook senses require both standard readings and the machine hint is unusable,/ʔin/ / /ʔinna/,ʾin / ʾinna
10,REPAIR,ما,not; what; that which; whatever (conditional),mˈaː,ma,Normalize broad IPA and preserve vowel length,/maː/,mā
11,REPAIR,له,to him; for him; he has,lh,lh,Machine candidate omits the required vowels,/lahu/,lahu
12,REPAIR,أنا,I,ˈana,ana,Use the standard MSA citation pronunciation with final long vowel,/ʔanaː/,ʾanā
13,REPAIR,عن,about; from; away from,ʕˈan,‘an,Normalize broad MSA IPA and ʿayn transliteration,/ʕan/,ʿan
14,REPAIR,ذلك,that (masculine singular),ðˈaːlikˌa,dhalayayka,Machine hint is unusable; normalize to the standard MSA form,/ðaːlika/,dhālika
15,REPAIR,مع,with; together with,mˈaʕ,ma‘,Machine form drops the lexical final vowel and uses a nonstandard ʿayn marker,/maʕa/,maʿa
16,REPAIR,به,with him; by him; with it; by it,bh,bh,Machine candidate omits the vowels of the preposition plus pronominal suffix,/bihi/,bihi
17,REPAIR,يكون,is; is being; will be (يكون),jˈakuːn,yakohohn,Machine hint is unusable; normalize to broad MSA pause form,/jakuːn/,yakūn
18,REPAIR,لم,did not (past negation with the jussive),lˈam,lam,Normalize broad IPA while retaining the correct learner form,/lam/,lam
19,REPAIR,أنت,you (singular; masculine or feminine when unvocalized),ʔˈanta,ʔanta,Workbook gloss explicitly covers masculine and feminine readings but candidate gives only masculine,/ʔanta/ / /ʔanti/,ʾanta / ʾanti
20,REPAIR,هل,yes/no question particle; is/are/do/does/did...?,hˈal,hal,Normalize broad monosyllabic IPA,/hal/,hal
21,REPAIR,التي,who; which; that (feminine singular relative pronoun),ʔˈallatˌiː,ʔallatayay,Machine hint is unusable; normalize standard MSA relative pronoun,/allatiː/,allatī
22,REPAIR,ليس,"is not; are not (ليس, negative copular verb)",lˈajsa,laysa,Normalize broad MSA IPA,/lajsa/,laysa
23,REPAIR,لكن,but; however (لَكِنْ / لَكِنَّ),lˈaːkin,lakayayn,Workbook gloss spans the conjunction and emphatic complementizer readings; include both,/laːkin/ / /laːkinna/,lākin / lākinna
24,REPAIR,كل,all; every; each; eat! (كُلّ / كُلْ),kˈull,kohohll,Workbook gloss spans two distinct vocalizations; include both,/kull/ / /kul/,kull / kul
25,REPAIR,هذه,this (feminine singular),hˈaːðihˌi,hadhayayhayay,Machine hint is unusable; normalize standard MSA form,/haːðihi/,hādhihi
26,REPAIR,يا,O...!; vocative particle,jˈaː,ya,Normalize broad IPA and preserve long vowel,/jaː/,yā
27,REPAIR,الذي,who; which; that (masculine singular relative pronoun),ʔˈallaðˌiː,ʔalladhayay,Machine hint is unusable; normalize standard MSA relative pronoun,/allaðiː/,alladhī
28,REPAIR,هو,he; it (masculine),hˈuwa,hohohwa,Machine hint is unusable; normalize standard MSA pronoun,/huwa/,huwa
29,REPAIR,لقد,indeed; certainly; already (لَقَدْ),lqd,lqd,Machine candidate omits all short vowels,/laqad/,laqad
30,REPAIR,شيء,thing; something,ʃˈajʔ,shayʔ,Normalize broad IPA and learner hamza marker,/ʃajʔ/,shayʾ
31,REPAIR,ماذا,what?,mˈaːðaː,madha,Normalize broad MSA IPA and mark vowel length,/maːðaː/,mādhā
32,REPAIR,حسنا,well; okay; fine (حسنًا),ħsnˈaː,hsna,Machine candidate misreads the standard adverb and omits required vowels,/ħasanan/,ḥasanan
33,REPAIR,يريد,wants; desires; intends,jrˈiːd,yrayayd,Machine candidate omits the initial short vowel of the standard Form IV present verb,/juriːd/,yurīd
34,REPAIR,هنا,here,hˈunaː,hohohna,Machine hint is unusable; normalize standard MSA form,/hunaː/,hunā
35,REPAIR,قال,said; told,qˈaːl,qal,Machine form drops the lexical final vowel of the MSA past verb,/qaːla/,qāla
36,REPAIR,يمكن,can; is possible; may be possible,jmkˈunna,ymkohohnna,Machine pronunciation is incorrect for يُمْكِن; restore standard vowels,/jumkin/,yumkin
37,REPAIR,بعد,after; later; afterwards,bˈaʕd,ba‘d,Normalize broad pause-form IPA and ʿayn transliteration,/baʕd/,baʿd
38,REPAIR,أي,which; any; whichever,ʔˈajj,ʔayy,Normalize broad IPA and learner hamza marker,/ʔajj/,ʾayy
39,REPAIR,يعرف,knows; recognizes; defines/introduces (depending on vocalization),jʕrf,y‘rf,Workbook gloss explicitly spans يَعْرِف and يُعَرِّف; machine candidate supplies neither vocalization,/jaʕrif/ / /juʕarrif/,yaʿrif / yuʿarrif
40,REPAIR,هناك,there; over there,hunˈaːka,hohohnaka,Machine hint is unusable; normalize standard MSA form,/hunaːka/,hunāka
41,REPAIR,لدى,with; at; in the possession of,lˈadaː,lada,Normalize broad IPA and preserve final long vowel,/ladaː/,ladā
42,REPAIR,الآن,now,alʔˈaːn,alʔan,Normalize broad IPA and show the hamza plus long vowel clearly,/alʔaːn/,al-ʾān
43,REPAIR,أو,or,ʔˈaw,ʔaw,Normalize broad IPA and learner hamza marker,/ʔaw/,ʾaw
44,REPAIR,إذا,if; when,ʔˈiðaː,ʔayaydha,Machine hint is unusable; normalize standard MSA form,/ʔiðaː/,ʾidhā
45,REPAIR,نعم,yes; indeed,nˈaʕam,na‘am,Normalize broad IPA and ʿayn transliteration,/naʕam/,naʿam
46,REPAIR,رئيس,president; head; chief,raʔˈiːs,raʔayays,Machine hint is unusable; normalize hamza and long vowel,/raʔiːs/,raʾīs
47,REPAIR,عام,year; general; public (depending on use),ʕˈaːm,‘am,Workbook gloss spans عَام year and عَامّ general/public; include both readings,/ʕaːm/ / /ʕaːmm/,ʿām / ʿāmm
48,REPAIR,هي,she; it (feminine),hˈija,hayayya,Machine hint is unusable; normalize standard MSA pronoun,/hija/,hiya
49,REPAIR,يوم,day,jˈawm,yawm,Normalize broad monosyllabic IPA,/jawm/,yawm
50,REPAIR,سيد,Mr.; gentleman; master,sˈajjid,sayyayayd,Machine hint is unusable; normalize the standard MSA reading,/sajjid/,sayyid
