rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
701,REPAIR,لماذا تعتقد أنّه يجب أن تقوم بذلك؟,Why do you think you have to do that?,lˈimaːðˌaː tʕtqd ʔnnh jdʒb ʔn tqwm bˈaðalkˌa,layaymadha t‘tqd ʔnnh yyb ʔn tqwm badhalka,Machine omits lexical/geminate vowels in تَعْتَقِدُ/أَنَّهُ/يَجِبُ and subjunctive vowels in تَقُومَ,/limaːðaː taʕtaqidu ʔannahu jadʒibu ʔan taquːma biðaːlika/,limādhā taʿtaqidu ʾannahu yajibu ʾan taqūma bidhālika
702,REPAIR,هل لك أن تصبّ لي كأساً من القهوة من فضلك؟,Would you please pour me a cup of coffee?,hˈal lkˈa ʔn ts̪bː lˈajj kʔsaː mˈin ʔalqˈahwa mˈin fˈadˤlka,hal lka ʔn ts̪b layy kʔsa mayayn ʔalqahwa mayayn fadˤlka,Machine omits lexical vowel in لَكَ and misreads subjunctive تَصُبَّ plus لِي; loses accusative tanwin in كَأْسًا,/hal laka ʔan tasˤubba liː kaʔsan min al-qahwa min fadˤlika/,hal laka ʾan taṣubba lī kaʾsan min al-qahwa min faḍlika
703,REPAIR,لم تكن تعلم أنني لا ينبغي أن أفعل ذلك، أليس كذلك؟,"You didn't know I shouldn't do that, did you?",lˈam tkˈunna tˈaʕallˌam ʔnnˈiː lˈaː jmbɣˈiː ʔn ʔˈafʕal ðˈaːlikˌa ʔˈaljas kðlka,lam tkohohnna ta‘allam ʔnnayay la ymbghayay ʔn ʔaf‘al dhalayayka ʔalyas kdhlka,Machine misvocalizes jussive تَكُنْ and reads finite تَعْلَمُ as تَعَلَّم; omits lexical vowels in يَنْبَغِي and tag أَلَيْسَ كَذَلِكَ,/lam takun taʕlamu ʔannaniː laː janbaɣiː ʔan ʔafʕala ðaːlika ʔalajsa kaðaːlika/,lam takun taʿlamu ʾannanī lā yanbaghī ʾan ʾafʿala dhālika ʾalaysa kadhālika
704,REPAIR,لا تدري ماذا تفعل، أليس كذلك؟,"You don't know what you are doing, do you?",lˈaː tdrˈiː mˈaːðaː tfʕl ʔˈaljas kðlka,la tdrayay madha tf‘l ʔalyas kdhlka,Machine omits lexical vowels in تَدْرِي/تَفْعَلُ and misvocalizes tag أَلَيْسَ كَذَلِكَ,/laː tadriː maːðaː tafʕalu ʔalajsa kaðaːlika/,lā tadrī mādhā tafʿalu ʾalaysa kadhālika
705,REPAIR,كل ما عليك فعله هو بذل جهدك.,All you have to do is try your best.,kˈull mˈaː ʕˈaliːjkˌa fˈiʕlh hˈuwa bˈaðal dʒˈahdka.,kohohll ma ‘alayayyka fayay‘lh hohohwa badhal yahdka.,Machine misvocalizes عَلَيْكَ and omits object/possessive vowels in فِعْلُهُ/جُهْدِكَ; hint mistransliterates ج,/kullu maː ʕalajka fiʕluhu huwa baðl dʒuhdika/,kullu mā ʿalayka fiʿluhu huwa badhl juhdika
706,REPAIR,أنا لا أستطيع شكرك بما يكفي على كل لطفك.,I cannot thank you enough for all your kindness.,ˈana lˈaː ʔstt̪ˈi.ːʕ ʃˈukrka bmaː jkfˈiː ʕˈalaː kˈull lˈut̪fka.,ana la ʔstt̪ayay.‘ shohohkrka bma ykfayay ‘ala kohohll lohoht̪fka.,Machine omits lexical vowels/emphatic ṭ in أَسْتَطِيعُ and possessive vowels/emphatic ṭ in شُكْرِكَ/لُطْفِكَ; hint is unusable,/ʔanaː laː ʔastatˤiːʕu ʃukraka bimaː jakfiː ʕalaː kulli lutˤfika/,ʾanā lā ʾastaṭīʿu shukraka bimā yakfī ʿalā kulli luṭfika
707,REPAIR,لم أعلم كم سيطول الاجتماع.,I didn't know how long the meeting would last.,lˈam ʔˈaʕlam kiːlˈuː mitˌar siːt̪ˌu.ːl alˌidʒtimˈaːʕ.,lam ʔa‘lam kayaylohoh mayaytar sayayt̪ohoh.l alayayytayayma‘.,Machine catastrophically interprets كَمْ as km and misvocalizes future سَيَطُولُ; fails to mark emphatic ṭ,/lam ʔaʕlam kam sajaṭuːlu al-ʔidʒtimaːʕ/,lam ʾaʿlam kam sayaṭūlu al-ʾijtimāʿ
708,REPAIR,لم أشأ أن يعلم أحدٌ أين كنت.,I didn't want anyone to know where I was.,lˈam ʔʃʔ ʔn jʕlm ʔˈaħadˌun ʔˈajna kˈint.,lam ʔshʔ ʔn y‘lm ʔahadohohn ʔayna kayaynt.,Machine omits lexical vowels in jussive أَشَأْ and subjunctive يَعْلَمَ plus first-person كُنْتُ,/lam ʔaʃaʔ ʔan jaʕlama ʔaħadun ʔajna kuntu/,lam ʾashaʾ ʾan yaʿlama ʾaḥadun ʾayna kuntu
709,REPAIR,لا وقت لديّ لتحضير شطيرة لك.,I don't have time to make you a sandwich.,lˈaː wˈaqt ldiː ltħdˤi.ːr ʃˈat̪iːrˌa lkˈa.,la waqt ldayay lthdˤayay.r shat̪ayayra lka.,Machine misreads first-person لَدَيَّ and omits lexical vowels/emphatic ṭ in لِتَحْضِيرِ شَطِيرَةٍ plus لَكَ,/laː waqt ladajja litaħdˤiːr ʃatˤiːra laka/,lā waqt ladayya litaḥḍīr shaṭīra laka
710,REPAIR,لا أعلم لماذا ينبغي أن نقوم بذلك.,I don't know why we have to do that.,lˈaː ʔˈaʕlam lˈimaːðˌaː jmbɣˈiː ʔn nqwm bˈaðalkˌa.,la ʔa‘lam layaymadha ymbghayay ʔn nqwm badhalka.,Machine omits lexical vowels in يَنْبَغِي and subjunctive vowels in نَقُومَ; hint is unusable,/laː ʔaʕlam limaːðaː janbaɣiː ʔan naquːma biðaːlika/,lā ʾaʿlam limādhā yanbaghī ʾan naqūma bidhālika
711,REPAIR,لا أريد أن أخبرهم عن سبب تأخّري.,I don't want to tell them why I'm late.,lˈaː ʔrˈiːd ʔn ʔˈaχbarhˌum ʕˈan sˈabab tʔχχrˈiː.,la ʔrayayd ʔn ʔakhbarhohohm ‘an sabab tʔkhkhrayay.,Machine omits lexical vowels in أُرِيدُ and misreads form-IV subjunctive أُخْبِرَهُمْ; under-vocalizes تَأَخُّرِي,/laː ʔuriːdu ʔan ʔuxbirahum ʕan sababi taʔaxxuriː/,lā ʾurīdu ʾan ʾukhbirahum ʿan sababi taʾakhkhurī
712,REPAIR,لدي سؤال أريد سؤالك عنه.,I have a question I want to ask you.,ldiː sˈuʔaːl ʔrˈiːd sˈuʔaːlkˌa ʕˈanh.,ldayay sohohʔal ʔrayayd sohohʔalka ‘anh.,Machine misreads first-person لَدَيَّ and omits lexical vowels in أُرِيدُ plus object structure in سُؤَالَكَ عَنْهُ,/ladajja suʔaːl ʔuriːdu suʔaːlaka ʕanhu/,ladayya suʾāl ʾurīdu suʾālaka ʿanhu
713,REPAIR,لدي أربعة أضعاف ما عندك من الأقراص المدمجة.,I have four times as many CDs as you do.,ldiː ʔrbʕt ʔdˤʕˈaːf mˈaː ʕˈindka mˈin ʔalʔqrˈaːs̪ ʔalmdmdʒt.,ldayay ʔrb‘t ʔdˤ‘af ma ‘ayayndka mayayn ʔalʔqras̪ ʔalmdmyt.,Machine misreads first-person لَدَيَّ and omits lexical vowels/emphatics in أَرْبَعَة أَضْعَاف/الأَقْرَاص plus المدمجة; hint mistransliterates ج,/ladajja ʔarbaʕatu ʔadˤʕaːf maː ʕindaka min al-ʔaqraːsˤ al-mudmadʒa/,ladayya ʾarbaʿatu ʾaḍʿāf mā ʿindaka min al-ʾaqrāṣ al-mudmaja
714,REPAIR,ليس لدي أي فكرة عما يجب عمله,I have no idea what I'm supposed to do.,lˈajsa ldiː ʔˈajj fˈikra ʕmˈaː jdʒb ʕˈamalh,laysa ldayay ʔayy fayaykra ‘ma yyb ‘amalh,Machine misreads first-person لَدَيَّ and contracted عَمَّا and omits lexical vowels in يَجِبُ/عَمَلُهُ,/lajsa ladajja ʔajj fikra ʕammaː jadʒibu ʕamaluhu/,laysa ladayya ʾayy fikra ʿammā yajibu ʿamaluhu
715,REPAIR,لَيسَ لَديَّ المَزيدُ مِنَ الوقتِ للتَّحَدُثِ مَعَكَ,I have no more time to talk with you.,laˌisa ladˌiː ʔalmˈaziːdˌu mˈina ʔalwqti lltːħadˌuθi mˈaʕakˌa,laayaysa ladayay ʔalmazayaydohoh mayayna ʔalwqtayay llthadohohthayay ma‘aka,Target is explicitly vocalized; machine still misreads لَدَيَّ and the contracted preposition/article in لِلتَّحَدُّثِ,/lajsa ladajja al-maziːdu mina al-waqti lit-taħadduθi maʕaka/,laysa ladayya al-mazīdu mina al-waqti lit-taḥadduthi maʿaka
716,REPAIR,أعلم لماذا لا تريد القيام بذلك.,I know why you don't want to do that.,ʔˈaʕlam lˈimaːðˌaː lˈaː trˈiːd ʔalqˈiːaːm bˈaðalkˌa.,ʔa‘lam layaymadha la trayayd ʔalqayayam badhalka.,Machine omits indicative vowel in أَعْلَمُ and lexical short vowel in تُرِيدُ; hint is unusable,/ʔaʕlamu limaːðaː laː turiːdu al-qijaːm biðaːlika/,ʾaʿlamu limādhā lā turīdu al-qiyām bidhālika
717,REPAIR,أحتاج منك أن تقول لي أين أذهب.,I need you to tell me where to go.,ʔħtˈaːdʒ mˈinka ʔn tˈaqawwˌul lˈajj ʔˈajna ʔˈaðhab.,ʔhtay mayaynka ʔn taqawwohohl layy ʔayna ʔadhhab.,Machine omits lexical vowels in أَحْتَاجُ reads subjunctive تَقُولَ as verbal-noun morphology and misreads لِي as layy,/ʔaħtaːdʒu minka ʔan taquːla liː ʔajna ʔaðhab/,ʾaḥtāju minka ʾan taqūla lī ʾayna ʾadhhab
718,REPAIR,إني شاكر لك من أعماق قلبي.,I am grateful to you from the bottom of my heart.,ʔnˈiː ʃˈaːkir lkˈa mˈin ʔʕmˈaːq qˈalbiːj.,ʔnayay shakayayr lka mayayn ʔ‘maq qalbayayy.,Machine omits gemination/vowels in إِنِّي and lexical vowels in لَكَ/أَعْمَاقِ; incorrectly adds final glide after قَلْبِي,/ʔinniː ʃaːkir laka min ʔaʕmaːqi qalbiː/,ʾinnī shākir laka min ʾaʿmāqi qalbī
719,REPAIR,ظننت أنّك لا تعرف كيف تفعل أيّ شيء.,I thought you didn't know how to do anything.,ðnnt ʔnnkˈa lˈaː tˈaʕarrˌuf kˈajfa tfʕl ʔˈiː ʃˈajʔ.,dhnnt ʔnnka la ta‘arrohohf kayfa tf‘l ʔayay shayʔ.,Machine omits lexical vowels/emphatic ẓ in ظَنَنْتُ and reads finite تَعْرِفُ as verbal-noun morphology; misreads أَيّ,/ðˤanantu ʔannaka laː taʕrifu kajfa tafʕalu ʔajj ʃajʔ/,ẓanantu ʾannaka lā taʿrifu kayfa tafʿalu ʾayy shayʾ
720,REPAIR,أريد أن أقضي مزيدًا من الوقت معك وحدنا.,I want to spend more time alone with you.,ʔrˈiːd ʔn ʔˈaqadˤdˤˌi mˈaziːdˌan mˈin ʔalwˈaqt mˈaʕak wħdnaː.,ʔrayayd ʔn ʔaqadˤdˤayay mazayaydan mayayn ʔalwaqt ma‘ak whdna.,Machine omits lexical vowels in أُرِيدُ and fails to realize subjunctive final glide in أَقْضِيَ; under-vocalizes وَحْدَنَا,/ʔuriːdu ʔan ʔaqdˤija maziːdan min al-waqt maʕaka waħdanaː/,ʾurīdu ʾan ʾaqḍiya mazīdan min al-waqt maʿaka waḥdanā
721,REPAIR,أود التحدث إلى رئيسة الممرضات.,I would like to speak to the head nurse.,ʔˈawad ʔattaħˈadːaθ ʔˈilaː rʔˈiːst ʔalmmrdˤˈa.ːt.,ʔawad ʔattahadath ʔayayla rʔayayst ʔalmmrdˤa.t.,Machine omits gemination in أَوَدُّ and fails to realize ta marbuta in construct رَئِيسَةِ المُمَرِّضَات; hint is unusable,/ʔawaddu at-taħadduθ ʔilaː raʔiːsat al-mumarridˤaːt/,ʾawaddu at-taḥadduth ʾilā raʾīsat al-mumarriḍāt
722,REPAIR,سأخبرك بما أريدك أن تفعله.,I'll tell you what I want you to do.,sʔχbrka bmaː ʔrˈiːdka ʔn tfʕlh.,sʔkhbrka bma ʔrayaydka ʔn tf‘lh.,Machine omits lexical/object vowels in future سَأُخْبِرُكَ and أُرِيدُكَ plus subjunctive/object vowels in تَفْعَلَهُ,/saʔuxbiruka bimaː ʔuriːduka ʔan tafʕalahu/,saʾukhbiruka bimā ʾurīduka ʾan tafʿalahu
723,REPAIR,آسف ساعتي ليست معي.,I'm sorry I don't have my watch with me.,ʔˈaːsif saːʕtˌiː liːst mˈaʕj.,ʔasayayf sa‘tayay layayst ma‘y.,Machine misreads feminine copular لَيْسَتْ and first-person مَعِي; hint is unusable,/ʔaːsif saːʕatiː lajsat maʕiː/,ʾāsif sāʿatī laysat maʿī
724,REPAIR,أحاول أن أفهم لماذا لم تقم بالأمر .,I'm trying to understand why you didn't do it.,ʔħˈaːwl ʔn ʔˈafham lˈimaːðˌaː lˈam tqm bilʔˈamr .,ʔhawl ʔn ʔafham layaymadha lam tqm bayaylʔamr .,Machine omits lexical vowels in أُحَاوِلُ and subjunctive أَفْهَمَ plus jussive تَقُمْ,/ʔuħaːwilu ʔan ʔafhama limaːðaː lam taqum bil-ʔamr/,ʾuḥāwilu ʾan ʾafhama limādhā lam taqum bil-ʾamr
725,REPAIR,كان في المكان الذي قلت لي إنه سيكون فيه.,It was where you told me it would be.,kˈaːn fˈiː ʔalmˈakaːn ʔˈallaðˌiː qlt lˈajj ʔˈinh siːkaˈuːna fˈiːh.,kan fayay ʔalmakan ʔalladhayay qlt layy ʔayaynh sayaykaohohna fayayh.,Machine omits lexical vowels in قُلْتَ misreads لِي as layy and misvocalizes إِنَّهُ/سَيَكُونُ/فِيهِ,/kaːna fiː al-makaːn allaðiː qulta liː ʔinnahu sajakuːnu fiːhi/,kāna fī al-makān alladhī qulta lī ʾinnahu sayakūnu fīhi
