rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
951,REPAIR,يقود,leads; drives,jqwd,yqwd,Machine candidate omits lexical vowels,/jaquːd/,yaqūd
952,REPAIR,يتمكن,manages to; is able to,jutmkˈunna,yohohtmkohohnna,Machine candidate is misvocalized and hint is unusable; standard form is يَتَمَكَّن,/jatamakkan/,yatamakkan
953,REPAIR,جهود,efforts,dʒhˈuːd,yhohohd,Machine candidate omits lexical short vowel and hint mistransliterates ج,/dʒuhuːd/,juhūd
954,REPAIR,سبق,precedence; lead; preceded,sˈabaq,sabaq,Workbook gloss spans noun سَبْق and past verb سَبَقَ; include both readings,/sabq/ / /sabaqa/,sabq / sabaqa
955,REPAIR,ضغط,pressure; pressing; pressed,dˤˈaɣt̪,dˤaght̪,Workbook gloss spans noun ضَغْط and past verb ضَغَطَ; machine also fails to mark final emphatic ṭ,/dˤaɣtˤ/ / /dˤaɣatˤa/,ḍaghṭ / ḍaghaṭa
956,REPAIR,إشارة,signal; sign; indication,ʔˈiʃaːrˌa,ʔayayshara,Machine hint is unusable; preserve vowel length,/ʔiʃaːra/,ʾishāra
957,REPAIR,متابعة,follow-up; monitoring,mutˈaːbaʕˌa,mohohtaba‘a,Machine hint is unusable; preserve vowel length and ʿayn,/mutaːbaʕa/,mutābaʿa
958,REPAIR,أصاب,hit; affected; injured; was right; got it right; hit the target,ʔˈas̪aːb,ʔas̪ab,Machine fails to mark emphatic ṣ and omits the final lexical vowel,/ʔasˤaːba/,ʾaṣāba
959,REPAIR,أخت,sister,ʔˈuχt,ʔohohkht,Machine hint is unusable; normalize standard MSA form,/ʔuxt/,ʾukht
960,REPAIR,حذر,caution; warning; cautious,ħˈaððar,hadhdhar,Machine candidate incorrectly selects form II verb; workbook gloss spans noun حَذَر and adjective حَذِر,/ħaðar/ / /ħaðir/,ḥadhar / ḥadhir
961,REPAIR,خليج,gulf,χˈaliːdʒ,khalayayy,Machine hint is unusable and mistransliterates ج; preserve vowel length,/xaliːdʒ/,khalīj
962,REPAIR,أسرة,family; household,ʔˈusra,ʔohohsra,Machine hint is unusable; normalize standard MSA form,/ʔusra/,ʾusra
963,REPAIR,إصلاح,reform; repair; correction,ʔˈis̪laːħ,ʔayays̪lah,Machine fails to mark emphatic ṣ/ḥ and hint is unusable,/ʔisˤlaːħ/,ʾiṣlāḥ
964,REPAIR,حارس,guard; goalkeeper,ħˈaːris,harayays,Machine hint is unusable; preserve ḥ and vowel length,/ħaːris/,ḥāris
965,REPAIR,ناحية,side; direction; aspect; from the standpoint of,nˈaːħiːˌa,nahayaya,Machine hint is unusable; preserve both vowel lengths and ḥ,/naːħija/,nāḥiya
966,REPAIR,مرض,illness; disease; fell ill,mˈaradˤ,maradˤ,Workbook gloss spans noun مَرَض and past verb مَرِضَ; include both readings,/maradˤ/ / /maridˤa/,maraḍ / mariḍa
967,REPAIR,فصل,class; chapter; season; section; separation; separated; divided; dismissed (depending on vocalization/use),fˈas̪l,fas̪l,Workbook gloss spans noun فَصْل and past verb فَصَلَ; machine also fails to mark emphatic ṣ,/fasˤl/ / /fasˤala/,faṣl / faṣala
968,REPAIR,تغير,change; alteration; changed,tˈaɣajjˌar,taghayyar,Workbook gloss spans verbal noun تَغَيُّر and past verb تَغَيَّرَ; include both readings,/taɣajjur/ / /taɣajjara/,taghayyur / taghayyara
969,REPAIR,مجنون,crazy; insane,mˈadʒnuːn,maynohohn,Machine hint is unusable and mistransliterates ج; preserve vowel length,/madʒnuːn/,majnūn
970,REPAIR,نصر,victory; support; helped/supported,nˈas̪r,nas̪r,Workbook gloss spans noun نَصْر and past verb نَصَرَ; machine also fails to mark emphatic ṣ,/nasˤr/ / /nasˤara/,naṣr / naṣara
971,REPAIR,موجود,present; existing; available; found,mˈawdʒuːd,mawyohohd,Machine hint is unusable and mistransliterates ج; preserve vowel length,/mawdʒuːd/,mawjūd
972,REPAIR,أسوأ,worse; worst,ʔˈaswaʔ,ʔaswaʔ,Normalize learner hamza markers,/ʔaswaʔ/,ʾaswaʾ
973,REPAIR,حلم,dream; forbearance/patience; dreamed,ħˈulm,hohohlm,Workbook gloss spans حُلْم dream حِلْم forbearance and past verb حَلَمَ; include all distinct readings,/ħulm/ / /ħilm/ / /ħalama/,ḥulm / ḥilm / ḥalama
974,REPAIR,أندية,clubs,ʔandˈijjah,ʔandayayyyah,Machine candidate incorrectly geminates the ending; standard plural is أَنْدِيَة,/ʔandija/,ʾandiya
975,REPAIR,جمهور,audience; public; fans,dʒˈumhuːr,yohohmhohohr,Machine hint is unusable and mistransliterates ج; preserve vowel length,/dʒumhuːr/,jumhūr
976,REPAIR,صيد,hunting; fishing,s̪ˈajd,s̪ayd,Machine fails to mark emphatic ṣ,/sˤajd/,ṣayd
977,REPAIR,عادة,habit; custom; usually (in adverbial use),ʕˈaːda,‘ada,Workbook gloss includes both noun عَادَة and adverbial عَادَةً; include both readings,/ʕaːda/ / /ʕaːdatan/,ʿāda / ʿādatan
