rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
451,PENDING,کلینک کہاں ہے؟,Where is the clinic?,klˈiːnək kˈʌhãː hɛ,klayaynohohhk kʌhã hay,,,
452,PENDING,کیا کلینک قریب ہے؟,Is the clinic nearby?,kjˈaː klˈiːnək qərˈiːb hɛ,kya klayaynohohhk qohohhrayayb hay,,,
453,PENDING,کلینک کتنی دور ہے؟,How far is the clinic?,klˈiːnək kˈɪtni dˈuːr hɛ,klayaynohohhk kayaytnayay dohohr hay,,,
454,PENDING,ہمیں کلینک جانا ہے۔,We need to go to the clinic.,hˈʌmẽː klˈiːnək ɟˈaːnaː hɛ,hʌmẽ klayaynohohhk gyana hay,,,
455,PENDING,چلیے، کلینک چلیں۔,Let's go to the clinic.,cˈʌljeː klˈiːnək cˈʌlẽː,cʌlyay klayaynohohhk cʌlẽ,,,
456,PENDING,دواخانہ کہاں ہے؟,Where is the pharmacy?,dˌaʋaːxˈaːnˌa kˈʌhãː hɛ,daʋakhana kʌhã hay,,,
457,PENDING,کیا دواخانہ قریب ہے؟,Is the pharmacy nearby?,kjˈaː dˌaʋaːxˈaːnˌa qərˈiːb hɛ,kya daʋakhana qohohhrayayb hay,,,
458,PENDING,دواخانہ کتنی دور ہے؟,How far is the pharmacy?,dˌaʋaːxˈaːnˌa kˈɪtni dˈuːr hɛ,daʋakhana kayaytnayay dohohr hay,,,
459,PENDING,ہمیں دواخانہ جانا ہے۔,We need to go to the pharmacy.,hˈʌmẽː dˌaʋaːxˈaːnˌa ɟˈaːnaː hɛ,hʌmẽ daʋakhana gyana hay,,,
460,PENDING,چلیے، دواخانہ چلیں۔,Let's go to the pharmacy.,cˈʌljeː dˌaʋaːxˈaːnˌa cˈʌlẽː,cʌlyay daʋakhana cʌlẽ,,,
461,PENDING,بازار کہاں ہے؟,Where is the market?,baːzˈaːr kˈʌhãː hɛ,bazar kʌhã hay,,,
462,PENDING,کیا بازار قریب ہے؟,Is the market nearby?,kjˈaː baːzˈaːr qərˈiːb hɛ,kya bazar qohohhrayayb hay,,,
463,PENDING,بازار کتنی دور ہے؟,How far is the market?,baːzˈaːr kˈɪtni dˈuːr hɛ,bazar kayaytnayay dohohr hay,,,
464,PENDING,ہمیں بازار جانا ہے۔,We need to go to the market.,hˈʌmẽː baːzˈaːr ɟˈaːnaː hɛ,hʌmẽ bazar gyana hay,,,
465,PENDING,چلیے، بازار چلیں۔,Let's go to the market.,cˈʌljeː baːzˈaːr cˈʌlẽː,cʌlyay bazar cʌlẽ,,,
466,PENDING,دکان کہاں ہے؟,Where is the shop?,dʊkˈaːn kˈʌhãː hɛ,dohohkan kʌhã hay,,,
467,PENDING,کیا دکان قریب ہے؟,Is the shop nearby?,kjˈaː dʊkˈaːn qərˈiːb hɛ,kya dohohkan qohohhrayayb hay,,,
468,PENDING,دکان کتنی دور ہے؟,How far is the shop?,dʊkˈaːn kˈɪtni dˈuːr hɛ,dohohkan kayaytnayay dohohr hay,,,
469,PENDING,ہمیں دکان جانا ہے۔,We need to go to the shop.,hˈʌmẽː dʊkˈaːn ɟˈaːnaː hɛ,hʌmẽ dohohkan gyana hay,,,
470,PENDING,چلیے، دکان چلیں۔,Let's go to the shop.,cˈʌljeː dʊkˈaːn cˈʌlẽː,cʌlyay dohohkan cʌlẽ,,,
471,PENDING,سپرمارکیٹ کہاں ہے؟,Where is the supermarket?,sˌəpərmaːrkˈiːʈ kˈʌhãː hɛ,sohohhpohohhrmarkayayt kʌhã hay,,,
472,PENDING,کیا سپرمارکیٹ قریب ہے؟,Is the supermarket nearby?,kjˈaː sˌəpərmaːrkˈiːʈ qərˈiːb hɛ,kya sohohhpohohhrmarkayayt qohohhrayayb hay,,,
473,PENDING,سپرمارکیٹ کتنی دور ہے؟,How far is the supermarket?,sˌəpərmaːrkˈiːʈ kˈɪtni dˈuːr hɛ,sohohhpohohhrmarkayayt kayaytnayay dohohr hay,,,
474,PENDING,ہمیں سپرمارکیٹ جانا ہے۔,We need to go to the supermarket.,hˈʌmẽː sˌəpərmaːrkˈiːʈ ɟˈaːnaː hɛ,hʌmẽ sohohhpohohhrmarkayayt gyana hay,,,
475,PENDING,چلیے، سپرمارکیٹ چلیں۔,Let's go to the supermarket.,cˈʌljeː sˌəpərmaːrkˈiːʈ cˈʌlẽː,cʌlyay sohohhpohohhrmarkayayt cʌlẽ,,,
476,PENDING,اسکول کہاں ہے؟,Where is the school?,ɪskˈuːl kˈʌhãː hɛ,ayayskohohl kʌhã hay,,,
477,PENDING,کیا اسکول قریب ہے؟,Is the school nearby?,kjˈaː ɪskˈuːl qərˈiːb hɛ,kya ayayskohohl qohohhrayayb hay,,,
478,PENDING,اسکول کتنی دور ہے؟,How far is the school?,ɪskˈuːl kˈɪtni dˈuːr hɛ,ayayskohohl kayaytnayay dohohr hay,,,
479,PENDING,ہمیں اسکول جانا ہے۔,We need to go to the school.,hˈʌmẽː ɪskˈuːl ɟˈaːnaː hɛ,hʌmẽ ayayskohohl gyana hay,,,
480,PENDING,چلیے، اسکول چلیں۔,Let's go to the school.,cˈʌljeː ɪskˈuːl cˈʌlẽː,cʌlyay ayayskohohl cʌlẽ,,,
