rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
801,REPAIR,یہ مختلف ہے۔,This is different.,jeːh mˌʊxtˈalɪf hɛ,yayh mohohkhtalayayf hay,Normalize Urdu /h/ and dental values; remove machine stress.,/jeː mʊxt̪əlɪf ɦɛ/,yeh mukh-tuh-lif hai
802,REPAIR,کیا یہ مختلف ہے؟,Is this different?,kjˈaː jeːh mˌʊxtˈalɪf hɛ,kya yayh mohohkhtalayayf hay,Normalize kya/yeh and dental values; remove machine stress.,/kjaː jeː mʊxt̪əlɪf ɦɛ/,kya yeh mukh-tuh-lif hai
803,REPAIR,وہ مختلف ہے۔,That is different.,woː mˌʊxtˈalɪf hɛ,woh mohohkhtalayayf hay,Normalize Urdu phrase and dental values.,/ʋoː mʊxt̪əlɪf ɦɛ/,voh mukh-tuh-lif hai
804,REPAIR,یہ مختلف نہیں ہے۔,This is not different.,jeːh mˌʊxtˈalɪf nahˈiːn hɛ,yayh mohohkhtalayayf nahayayn hay,Correct نہیں nasal vowel and Urdu /ɦ/; normalize adjective.,/jeː mʊxt̪əlɪf nəɦĩː ɦɛ/,yeh mukh-tuh-lif naheen hai
805,REPAIR,وہ مختلف نہیں ہے۔,That is not different.,woː mˌʊxtˈalɪf nahˈiːn hɛ,woh mohohkhtalayayf nahayayn hay,Correct نہیں nasal vowel and Urdu /ɦ/; normalize adjective.,/ʋoː mʊxt̪əlɪf nəɦĩː ɦɛ/,voh mukh-tuh-lif naheen hai
806,REPAIR,یہ اہم ہے۔,This is important.,jeːh ˈɛhɛm hɛ,yayh ayhaym hay,Normalize Urdu /ɦ/ and remove machine stress.,/jeː ɛɦəm ɦɛ/,yeh eh-hum hai
807,REPAIR,کیا یہ اہم ہے؟,Is this important?,kjˈaː jeːh ˈɛhɛm hɛ,kya yayh ayhaym hay,Normalize kya/yeh and Urdu /ɦ/.,/kjaː jeː ɛɦəm ɦɛ/,kya yeh eh-hum hai
808,REPAIR,وہ اہم ہے۔,That is important.,woː ˈɛhɛm hɛ,woh ayhaym hay,Normalize Urdu phrase and /ɦ/.,/ʋoː ɛɦəm ɦɛ/,voh eh-hum hai
809,REPAIR,یہ اہم نہیں ہے۔,This is not important.,jeːh ˈɛhɛm nahˈiːn hɛ,yayh ayhaym nahayayn hay,Correct نہیں nasal vowel and Urdu /ɦ/.,/jeː ɛɦəm nəɦĩː ɦɛ/,yeh eh-hum naheen hai
810,REPAIR,وہ اہم نہیں ہے۔,That is not important.,woː ˈɛhɛm nahˈiːn hɛ,woh ayhaym nahayayn hay,Correct نہیں nasal vowel and Urdu /ɦ/.,/ʋoː ɛɦəm nəɦĩː ɦɛ/,voh eh-hum naheen hai
811,REPAIR,یہ واضح ہے۔,This is clear.,jeːh ʋˈaːzɛh hɛ,yayh ʋazayh hay,Normalize Urdu /z/ and /ɦ/; remove machine stress.,/jeː ʋaːzɛɦ ɦɛ/,yeh waa-zeh hai
812,REPAIR,کیا یہ واضح ہے؟,Is this clear?,kjˈaː jeːh ʋˈaːzɛh hɛ,kya yayh ʋazayh hay,Normalize kya/yeh and Urdu /ɦ/.,/kjaː jeː ʋaːzɛɦ ɦɛ/,kya yeh waa-zeh hai
813,REPAIR,وہ واضح ہے۔,That is clear.,woː ʋˈaːzɛh hɛ,woh ʋazayh hay,Normalize Urdu phrase and /ɦ/.,/ʋoː ʋaːzɛɦ ɦɛ/,voh waa-zeh hai
814,REPAIR,یہ واضح نہیں ہے۔,This is not clear.,jeːh ʋˈaːzɛh nahˈiːn hɛ,yayh ʋazayh nahayayn hay,Correct نہیں nasal vowel and Urdu /ɦ/.,/jeː ʋaːzɛɦ nəɦĩː ɦɛ/,yeh waa-zeh naheen hai
815,REPAIR,وہ واضح نہیں ہے۔,That is not clear.,woː ʋˈaːzɛh nahˈiːn hɛ,woh ʋazayh nahayayn hay,Correct نہیں nasal vowel and Urdu /ɦ/.,/ʋoː ʋaːzɛɦ nəɦĩː ɦɛ/,voh waa-zeh naheen hai
816,REPAIR,یہ دلچسپ ہے۔,This is interesting.,jeːh dˌɪlcˈasp hɛ,yayh dayaylcasp hay,Machine loses Urdu affricate; دلچسپ is dil-chasp.,/jeː d̪ɪlt͡ʃəsp ɦɛ/,yeh dil-chusp hai
