rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
401,REPAIR,long,long,lˈɔ̃,lohn,Remove inappropriate lexical stress; vowel is nasal /ɔ̃/ and final g is silent.,/lɔ̃/,lohn (nasal)
402,REPAIR,préparer,prepare,pʁepaʁˈe,prayparay,Remove inappropriate lexical stress; learner hint should distinguish /e/ from /ɛ/ consistently.,/pʁepaʁe/,pray-pah-ray
403,REPAIR,jeter,to throw; to cast; to discard; to rush/throw oneself (se jeter),ʒətˈe,zhohohhtay,Remove inappropriate lexical stress; learner hint is corrupted.,/ʒəte/,zhuh-tay
404,REPAIR,joli,pretty,ʒolˈi,zhohlayay,Standard first vowel is open /ɔ/: /ʒɔli/, not /ʒoli/; remove lexical stress.,/ʒɔli/,zhaw-lee
405,REPAIR,derrière,behind; rear; back; backside,dɛʁjˈɛʁ,dayryayr,Remove inappropriate lexical stress; retain /j/ glide and cue /ɛ/ accurately.,/dɛʁjɛʁ/,dehr-yehr
406,REPAIR,presque,almost; nearly,pʁˈɛskə,prayskohohh,Final orthographic e is normally silent in isolated standard pronunciation; remove stress and final /ə/.,/pʁɛsk/,presk
407,REPAIR,marier,to marry/wed someone; to join in marriage; to get married (se marier),maʁjˈe,maryay,Remove inappropriate lexical stress; retain /j/ glide.,/maʁje/,mar-yay
408,REPAIR,numéro,number; issue (of a publication),nymeʁˈo,nymayroh,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/nymeʁo/,nü-may-roh
409,REPAIR,gentil,kind; nice; gentle; sweet,ʒɑ̃tˈi,zhantayay,Remove inappropriate lexical stress; initial vowel is nasal /ɑ̃/ and final l is silent.,/ʒɑ̃ti/,zhahn-tee (nasal first vowel)
410,REPAIR,secret,secret,səkʁˈɛ,sohohhkray,Remove inappropriate lexical stress; final vowel is /ɛ/ and learner hint is corrupted.,/səkʁɛ/,suh-kreh
411,REPAIR,capitaine,captain,kapitˈɛn,kapayaytayn,Remove inappropriate lexical stress; final vowel is /ɛ/.,/kapitɛn/,kah-pee-ten
412,REPAIR,raconter,to recount; to tell; to narrate,ʁakɔ̃tˈe,rakohntay,Remove inappropriate lexical stress; medial vowel is nasal /ɔ̃/.,/ʁakɔ̃te/,rah-kohn-tay (nasal middle vowel)
413,REPAIR,accepter,to accept,aksɛptˈe,aksayptay,Remove inappropriate lexical stress; improve /ɛ/ cue.,/aksɛpte/,ak-sep-tay
414,REPAIR,service,service; department; duty,sɛʁvˈis,sayrvayays,Remove inappropriate lexical stress; learner hint is corrupted.,/sɛʁvis/,sehr-vees
415,REPAIR,tourner,to turn / rotate; to film / shoot,tuʁnˈe,tohohrnay,Remove inappropriate lexical stress; learner hint is corrupted.,/tuʁne/,toor-nay
416,REPAIR,ressembler,resemble; be similar,ʁəsɑ̃blˈe,rohohhsanblay,Remove inappropriate lexical stress; medial vowel is nasal /ɑ̃/ and learner hint is corrupted.,/ʁəsɑ̃ble/,ruh-sahn-blay (nasal middle vowel)
417,REPAIR,guerre,war,ɡˈɛʁ,gayr,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/ɡɛʁ/,gehr
