rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
601,REPAIR,pote,friend; buddy; mate (informal),pˈɔt,poht,Remove inappropriate lexical stress; cue open /ɔ/.,/pɔt/,pawt
602,REPAIR,maître,leader; master; teacher (in a primary school),mˈɛtʁ,maytr,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/mɛtʁ/,metr
603,REPAIR,dossier,file; folder; dossier; record; case file,dɔsjˈe,dohsyay,Remove inappropriate lexical stress; retain /j/ glide.,/dɔsje/,daw-syay
604,REPAIR,scène,scene,sˈɛn,sayn,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/sɛn/,sen
605,REPAIR,américain,American,ameʁikˈɛ̃,amayrayaykayayn,Remove inappropriate lexical stress; learner hint is corrupted and final vowel is nasal /ɛ̃/.,/ameʁikɛ̃/,ah-may-ree-kehn (nasal final vowel)
606,REPAIR,ligne,line,lˈiɲ,layayny,Remove inappropriate lexical stress; learner hint is corrupted; French gn is /ɲ/.,/liɲ/,lee-ny
607,REPAIR,incroyable,incredible,ɛ̃kʁwajˈabl,ayaynkrwayabl,Remove inappropriate lexical stress; initial vowel is nasal and learner hint is corrupted.,/ɛ̃kʁwajabl/,ehn-krwah-yahbl (nasal first vowel)
608,REPAIR,situation,situation (all meanings),sityasjˈɔ̃,sayaytyasyohn,Machine misses the /ɥ/ glide in situ-: standard situation is /sitɥasjɔ̃/, not /sityasjɔ̃/; final vowel is nasal.,/sitɥasjɔ̃/,see-tü-ah-syohn (glide; nasal final vowel)
609,REPAIR,recherche,"search; research; searches/looks for; search!/look for! (forms of rechercher, context-dependent)",ʁəʃˈɛʁʃ,rohohhshayrsh,Remove inappropriate lexical stress; learner hint is corrupted.,/ʁəʃɛʁʃ/,ruh-shehrsh
610,REPAIR,système,system,sistˈɛm,sayaystaym,Remove inappropriate lexical stress; learner hint is corrupted and final vowel is /ɛ/.,/sistɛm/,see-stem
611,REPAIR,avion,aeroplane,avjˈɔ̃,avyohn,Remove inappropriate lexical stress; final vowel is nasal /ɔ̃/.,/avjɔ̃/,ah-vyohn (nasal final vowel)
612,REPAIR,voix,voice,vwˈa,vwa,Remove inappropriate lexical stress; final x is silent.,/vwa/,vwa
613,REPAIR,âge,age,ˈaːʒ,azh,Machine adds non-phonemic vowel length /aː/ and lexical stress.,/aʒ/,ahzh
614,REPAIR,garde,guard; watch; custody; protection; keeps/guards; keep!/guard! (forms of garder),ɡˈaʁd,gard,Remove inappropriate lexical stress; cue open /a/.,/ɡaʁd/,gahrd
615,REPAIR,créer,create,kʁeˈe,krayay,Remove inappropriate lexical stress; preserve the two-vowel hiatus /e.e/.,/kʁee/,kray-ay
616,REPAIR,prix,price; prize,pʁˈi,prayay,Remove inappropriate lexical stress; final x is silent.,/pʁi/,pree
617,REPAIR,bateau,boat; ship; vessel,batˈo,batoh,Remove inappropriate lexical stress; cue open /a/ and final /o/.,/bato/,bah-toh
618,REPAIR,rejoindre,to join; rejoin; reach; catch up with,ʁəʒwˈɛ̃dʁ,rohohhzhwayayndr,Remove inappropriate lexical stress; learner hint is corrupted and vowel is nasal /ɛ̃/.,/ʁəʒwɛ̃dʁ/,ruh-zhwehn-dr (nasal vowel)
619,REPAIR,amoureux,in love; loving; lover; sweetheart,amuʁˈø,amohohreu,Remove inappropriate lexical stress; learner hint is corrupted and final /ø/ is rounded.,/amuʁø/,ah-moo-reu
620,REPAIR,reconnaître,"to acknowledge (a child); to acknowledge, to admit (something is true); to recognise (something or someone that one has encountered before)",ʁəkɔnˈɛtʁ,rohohhkohnaytr,Remove inappropriate lexical stress; learner hint is corrupted and final /ɛ/ should be clear.,/ʁəkɔnɛtʁ/,ruh-koh-netr
621,REPAIR,bout,"end; rope; bit, piece, scrap",bˈu,bohoh,Remove inappropriate lexical stress; final t is silent and learner hint is corrupted.,/bu/,boo
622,REPAIR,lumière,light,lymjˈɛʁ,lymyayr,Remove inappropriate lexical stress; learner hint should distinguish French /y/ and retain /j/ glide.,/lymjɛʁ/,lü-my ehr
623,REPAIR,cool,"cool! great!; cool (only its informal senses, mainly fashionable)",(en)kˈuːl(fr),(ayn)kohohl(fr),Machine output contains language tags and non-phonemic length. French loanword citation is /kul/.,/kul/,kool
624,REPAIR,attaquer,to attack; to tackle / start on,atakˈe,atakay,Remove inappropriate lexical stress; cue open /a/ and final /e/.,/atake/,ah-tah-kay
625,REPAIR,présent,present,pʁezˈɑ̃,prayzan,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/pʁezɑ̃/,pray-zahn (nasal final vowel)
626,REPAIR,pareil,"such; the same; alike; like, alike, same",paʁˈɛj,parayy,Remove inappropriate lexical stress; retain final /j/ glide and cue /ɛ/.,/paʁɛj/,pah-rehy
627,REPAIR,simplement,simply,sɛ̃pləmˈɑ̃,sayaynplohohhman,Remove inappropriate lexical stress; learner hint is corrupted; first /ɛ̃/ and final /ɑ̃/ are nasal.,/sɛ̃pləmɑ̃/,sehn-pluh-mahn (nasal edge vowels)
