rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
501,REPAIR,إنك لا تعرف من أكون.,You don't know who I am.,ʔˈinka lˈaː tˈaʕarrˌuf mˈin ʔkaˈuːna.,ʔayaynka la ta‘arrohohf mayayn ʔkaohohna.,Machine misvocalizes إِنَّكَ reads finite تَعْرِف as verbal noun morphology and interrogative مَنْ as مِنْ; misreads أَكُونُ,/ʔinnaka laː taʕrif man ʔakuːn/,ʾinnaka lā taʿrif man ʾakūn
502,REPAIR,لا تحتاج لمعرفة السّبب.,You don't need to know why.,lˈaː tħtˈaːdʒ lmʕrft ʔasssbb.,la thtay lm‘rft ʔasssbb.,Machine omits lexical vowels and fails to realize ta marbuta in construct مَعْرِفَةِ السَّبَب,/laː taħtaːdʒu limaʕrifat as-sabab/,lā taḥtāju limaʿrifat as-sabab
503,REPAIR,لا يتوجب عليك العمل اليوم.,You don't need to work today.,lˈaː jtˈuːdʒb ʕˈaliːjkˌa ʔalʕˈamal ʔaljˈawm.,la ytohohyb ‘alayayyka ʔal‘amal ʔalyawm.,Machine catastrophically misvocalizes يَتَوَجَّبُ and عَلَيْكَ; hint mistransliterates ج,/laː jatawadʒdʒabu ʕalajka al-ʕamal al-jawm/,lā yatawajjabu ʿalayka al-ʿamal al-yawm
504,REPAIR,عليك أن تأتي معي.,You have to come with me.,ʕˈaliːjkˌa ʔn tʔtˈiː mˈaʕj.,‘alayayyka ʔn tʔtayay ma‘y.,Machine misvocalizes عَلَيْكَ and fails to realize subjunctive تَأْتِيَ plus first-person مَعِي,/ʕalajka ʔan taʔtija maʕiː/,ʿalayka ʾan taʾtiya maʿī
505,REPAIR,كيف تجرؤ على شتم أختي!,How dare you insult my sister!,kˈajfa tdʒrʔ ʕˈalaː ʃˈatam ʔχtˈiː!,kayfa tyrʔ ‘ala shatam ʔkhtayay!,Machine omits lexical vowels in تَجْرُؤُ and reads verbal noun شَتْم as past-like شَتَم; hint mistransliterates ج,/kajfa tadʒruʔu ʕalaː ʃatm ʔuxtiː/,kayfa tajruʾu ʿalā shatm ʾukhtī
506,REPAIR,يستطيع كل أصدقائي التحدث بالفرنسية.,All my friends can speak French.,jstt̪ˈi.ːʕ kˈull ʔs̪dqˈaːʔiː ʔattaħˈadːaθ bilfrnsˈijjah.,ystt̪ayay.‘ kohohll ʔs̪dqaʔayay ʔattahadath bayaylfrnsayayyyah.,Machine omits lexical vowels/emphatic ṭ and misreads verbal noun التَّحَدُّث as past-like form; mark emphatic ṣ in أَصْدِقَائِي,/jastatˤiːʕu kullu ʔasˤdiqaːʔiː at-taħadduθ bil-faransijja/,yastaṭīʿu kullu ʾaṣdiqāʾī at-taḥadduth bil-faransiyya
507,REPAIR,كل ما نحن بحاجة إليه هو خطة.,All we need is a plan.,kˈull mˈaː nˈaħnu bħaːdʒt ʔlˈiːh hˈuwa χˈut̪t̪a.,kohohll ma nahnohoh bhayt ʔlayayh hohohwa khohoht̪t̪a.,Machine omits lexical vowels and mishandles ta marbuta in بِحَاجَةٍ plus إِلَيْهِ; fails to mark emphatic/geminate ṭṭ in خُطَّة,/kullu maː naħnu biħaːdʒa ʔilajhi huwa xutˤtˤa/,kullu mā naḥnu biḥāja ʾilayhi huwa khuṭṭa
508,REPAIR,انس ما قلته لك للتّو.,Forget what I just told you.,ˈans mˈaː qlth lkˈa lltːw.,ans ma qlth lka lltw.,Machine misvocalizes imperative اِنْسَ and omits lexical/object vowels in قُلْتُهُ plus لِلتَّوّ,/ʔinsa maː qultuhu laka lit-taww/,ʾinsa mā qultuhu laka lit-taww
509,REPAIR,أستطيع فعلها بنفسي.,I can do it by myself.,ʔstt̪ˈi.ːʕ fˈiʕlhaː bnfsiː.,ʔstt̪ayay.‘ fayay‘lha bnfsayay.,Machine omits lexical vowels/emphatic ṭ and prepositional vowel in بِنَفْسِي,/ʔastatˤiːʕu fiʕlahaː binafsiː/,ʾastaṭīʿu fiʿlahā binafsī
510,REPAIR,يمكنني إثبات ذلك لك.,I can prove it to you.,jmknnˈiː ʔˈiθbaːt ðˈaːlikˌa lkˈa.,ymknnayay ʔayaythbat dhalayayka lka.,Machine misvocalizes يُمْكِنُنِي and omits lexical vowel in لَكَ; hint is unusable,/jumkinuniː ʔiθbaːt ðaːlika laka/,yumkinunī ʾithbāt dhālika laka
511,REPAIR,لا أستطيع الانتظار لمقابلتك.,I can't wait to meet you.,lˈaː ʔstt̪ˈi.ːʕ alˈintiðˌaːr lmqaːbltkˌa.,la ʔstt̪ayay.‘ alayayntayaydhar lmqabltka.,Machine omits lexical vowels/emphatic ṭ/ẓ and possessive vowels in لِمُقَابَلَتِكَ,/laː ʔastatˤiːʕu al-ʔintizˤaːr limuqaːbalatika/,lā ʾastaṭīʿu al-ʾintiẓār limuqābalatika
512,REPAIR,لم يكن عليّ فعل شيء.,I didn't have to do anything.,lˈam ikˈunna ʕlˈiː fˈiʕl ʃˈajʔ.,lam ayaykohohnna ‘layay fayay‘l shayʔ.,Machine misvocalizes jussive يَكُنْ and first-person عَلَيَّ; hint is unusable,/lam jakun ʕalajja fiʕl ʃajʔ/,lam yakun ʿalayya fiʿl shayʾ
513,REPAIR,لم أكن بحاجة لإخباره.,I didn't need to tell him.,lˈam ʔˈakann bħaːdʒt lʔχbaːrh.,lam ʔakann bhayt lʔkhbarh.,Machine misvocalizes jussive أَكُنْ and mishandles بِحَاجَةٍ لِإِخْبَارِهِ,/lam ʔakun biħaːdʒa liʔixbaːrihi/,lam ʾakun biḥāja liʾikhbārihi
514,REPAIR,لم أرغب بإيقاظك,I didn't want to wake you.,lˈam ʔrɣb bʔiːqˌaːðka,lam ʔrghb bʔayayqadhka,Machine omits lexical vowels in أَرْغَبْ and fails to mark emphatic ẓ plus possessive ending in بِإِيقَاظِكَ,/lam ʔarɣab biʔiːqaːðˤika/,lam ʾarghab biʾīqāẓika
515,REPAIR,لا أعتقد أنها ستفهم.,I don't believe she will understand.,lˈaː ʔʕtqd ʔnhˈaː sˈatːafhˌum.,la ʔ‘tqd ʔnha satafhohohm.,Machine omits lexical vowels/gemination in أَعْتَقِدُ/أَنَّهَا and misvocalizes future سَتَفْهَمُ,/laː ʔaʕtaqidu ʔannahaː satafham/,lā ʾaʿtaqidu ʾannahā satafham
516,REPAIR,لا آتي إلى هنا كثيرا.,I don't come here very often.,lˈaː ʔˈaːtiː ʔˈilaː hˈunaː kθiːrˌaː.,la ʔatayay ʔayayla hohohna kthayayra.,Machine misreads كَثِيرًا without tanwin and hint is unusable,/laː ʔaːtiː ʔilaː hunaː kaθiːran/,lā ʾātī ʾilā hunā kathīran
517,REPAIR,لا أعرف أي شخص هناك.,I don't know anybody there.,lˈaː ʔˈaʕraf ʔˈajj ʃˈaxs̪ hunˈaːka.,la ʔa‘raf ʔayy shakhs̪ hohohnaka.,Machine misvocalizes أَعْرِف and fails to mark emphatic ṣ in شَخْص; hint is unusable,/laː ʔaʕrif ʔajj ʃaxsˤ hunaːka/,lā ʾaʿrif ʾayy shakhṣ hunāka
518,REPAIR,لم أعد أشعر بالأمان هنا.,I don't feel safe here anymore.,lˈam ʔˈaʕadː ʔˈaʃʕar bilʔˈamaːn hˈunaː.,lam ʔa‘ad ʔash‘ar bayaylʔaman hohohna.,Machine misreads jussive أَعُدْ as geminated أَعُدّ and omits indicative vowel in أَشْعُرُ,/lam ʔaʕud ʔaʃʕuru bil-ʔamaːn hunaː/,lam ʾaʿud ʾashʿuru bil-ʾamān hunā
519,REPAIR,لا أدري ماذا يعني ذلك.,I don't know what it means.,lˈaː ʔdrˈiː mˈaːðaː jʕnˈiː ðˈaːlikˌa.,la ʔdrayay madha y‘nayay dhalayayka.,Machine omits lexical vowels in أَدْرِي and يَعْنِي; hint is unusable,/laː ʔadriː maːðaː jaʕniː ðaːlika/,lā ʾadrī mādhā yaʿnī dhālika
520,REPAIR,لا أعلم أين يسكن.,I don't know where he lives.,lˈaː ʔˈaʕlam ʔˈajna jskˈunna.,la ʔa‘lam ʔayna yskohohnna.,Machine omits indicative vowel and misvocalizes يَسْكُن as yaskunna,/laː ʔaʕlam ʔajna jaskun/,lā ʾaʿlam ʾayna yaskun
521,REPAIR,لا أريد أن أخسركَ.,I don't want to lose you.,lˈaː ʔrˈiːd ʔn ʔχsrkˈa.,la ʔrayayd ʔn ʔkhsrka.,Machine omits lexical/subjunctive/object vowels in أُرِيدُ أَنْ أَخْسَرَكَ,/laː ʔuriːdu ʔan ʔaxsaraka/,lā ʾurīdu ʾan ʾakhsaraka
522,REPAIR,لا أريد البقاء هنا.,I don't want to stay here.,lˈaː ʔrˈiːd ʔalbˈaqaːʔ hˈunaː.,la ʔrayayd ʔalbaqaʔ hohohna.,Machine omits lexical vowels in أُرِيدُ and hint is unusable,/laː ʔuriːdu al-baqaːʔ hunaː/,lā ʾurīdu al-baqāʾ hunā
523,REPAIR,لا أريد التّوقُّف هنا.,I don't want to stop here.,lˈaː ʔrˈiːd ʔattːwqˈuːf hˈunaː.,la ʔrayayd ʔattwqohohf hohohna.,Machine omits lexical vowels in أُرِيدُ and misvocalizes verbal noun التَّوَقُّف as tawqūf,/laː ʔuriːdu at-tawaqquf hunaː/,lā ʾurīdu at-tawaqquf hunā
524,REPAIR,لدي الكثير لأفعله.,I have a lot to do.,ldiː ʔalkaθˈiːr lʔfʕlh.,ldayay ʔalkathayayr lʔf‘lh.,Machine misreads first-person لَدَيَّ and omits lexical/subjunctive/object vowels in لِأَفْعَلَهُ,/ladajja al-kaθiːr liʔafʕalahu/,ladayya al-kathīr liʾafʿalahu
525,REPAIR,ليس لدي كتب لأقرأها.,I have no books to read.,lˈajsa ldiː kˈatab lʔqrʔhaː.,laysa ldayay katab lʔqrʔha.,Machine misreads first-person لَدَيَّ and plural كُتُب as katab; omits lexical/object vowels in لِأَقْرَأَهَا,/lajsa ladajja kutub liʔaqraʔahaː/,laysa ladayya kutub liʾaqraʾahā
526,REPAIR,ليس لدي أي شيء أفضل للقيام به.,I have nothing better to do.,lˈajsa ldiː ʔˈajj ʃˈajʔ ʔˈafdˤal llqiˌaːm bh.,laysa ldayay ʔayy shayʔ ʔafdˤal llqayayam bh.,Machine misreads first-person لَدَيَّ and omits lexical/pronominal vowels in لِلْقِيَامِ بِهِ; hint is unusable,/lajsa ladajja ʔajj ʃajʔ ʔafdˤal lil-qijaːm bihi/,laysa ladayya ʾayy shayʾ ʾafḍal lil-qiyām bihi
527,REPAIR,لدي بعض الأسئلة لك.,I have some questions for you.,ldiː bˈaʕdˤ ʔalʔsʔlt lkˈa.,ldayay ba‘dˤ ʔalʔsʔlt lka.,Machine misreads first-person لَدَيَّ and omits all lexical vowels in الأَسْئِلَة plus لَكَ,/ladajja baʕdˤ al-ʔasʔila laka/,ladayya baʿḍ al-ʾasʾila laka
528,REPAIR,عليّ فعل هذا مجددًا.,I have to do this again.,ʕlˈiː fˈiʕl hˈaːðaː mudʒˈadːadˌan.,‘layay fayay‘l hadha mohohyadadan.,Machine misreads first-person عَلَيَّ and hint mistransliterates ج; normalize مُجَدَّدًا,/ʕalajja fiʕl haːðaː mudʒaddadan/,ʿalayya fiʿl hādhā mujaddadan
529,REPAIR,يجب عليّ الذهاب إلى الحمام.,I have to go to the bathroom.,jdʒb ʕlˈiː ʔaððˈahaːb ʔˈilaː ʔalħˈamaːm.,yyb ‘layay ʔadhdhahab ʔayayla ʔalhamam.,Machine omits lexical vowels in يَجِبُ misreads عَلَيَّ and under-geminates الحَمَّام,/jadʒibu ʕalajja að-ðahaːb ʔilaː al-ħammaːm/,yajibu ʿalayya adh-dhahāb ʾilā al-ḥammām
530,REPAIR,آمل أن يكون أخوك أفضل حالًا.,I hope your brother is better.,ʔˈaːmil ʔn jˈakuːn ʔχˈuːka ʔˈafdˤal ħˈaːlan.,ʔamayayl ʔn yakohohn ʔkhohohka ʔafdˤal halan.,Machine reads finite آمل I hope as adjective-like ʾāmil and omits subjunctive ending in يَكُونَ; hint is unusable,/ʔaːmalu ʔan jakuːna ʔaxuːka ʔafdˤala ħaːlan/,ʾāmulu ʾan yakūna ʾakhūka ʾafḍala ḥālan
531,REPAIR,أنا فقط أريد أن أستمتع.,I just want to have fun.,ˈana fˈaqat̪ ʔrˈiːd ʔn ʔstmtʕ.,ana faqat̪ ʔrayayd ʔn ʔstmt‘.,Machine fails to mark emphatic ṭ in فَقَط and omits lexical/subjunctive vowels in أُرِيدُ أَنْ أَسْتَمْتِعَ,/ʔanaː faqatˤ ʔuriːdu ʔan ʔastamtiʕa/,ʾanā faqaṭ ʾurīdu ʾan ʾastamtiʿa
532,REPAIR,عليّ أن آخذ ساعتي لإصلاحها.,I must take my watch to be repaired.,ʕlˈiː ʔn ʔˈaːχið saːʕtˌiː lʔs̪laːħhˌaː.,‘layay ʔn ʔakhayaydh sa‘tayay lʔs̪lahha.,Machine misreads first-person عَلَيَّ and omits subjunctive/construct vowels; fails to mark emphatic ṣ in إِصْلَاحِهَا,/ʕalajja ʔan ʔaːxuða saːʕatiː liʔisˤlaːħihaː/,ʿalayya ʾan ʾākhudha sāʿatī liʾiṣlāḥihā
533,REPAIR,لم أرد قط أن تذهب.,I never wanted you to go.,lˈam ʔˈaradː qˈit̪t̪ ʔn tðhb.,lam ʔarad qayayt̪t̪ ʔn tdhhb.,Machine catastrophically reads jussive أُرِدْ of أَرَادَ as past/geminated ʾaradd and misvocalizes قَطُّ plus subjunctive تَذْهَبَ,/lam ʔurid qatˤtˤ ʔan taðhaba/,lam ʾurid qaṭṭ ʾan tadhhaba
534,REPAIR,ما كان يجب عليّ أن أخبرك بأي شيء.,I shouldn't have told you anything.,mˈaː kˈaːn jdʒb ʕlˈiː ʔn ʔˈaχbarkˌa bʔiː ʃˈajʔ.,ma kan yyb ‘layay ʔn ʔakhbarka bʔayay shayʔ.,Machine omits lexical vowels in يَجِبُ misreads عَلَيَّ and subjunctive أُخْبِرَكَ; omits genitive أَيِّ,/maː kaːna jadʒibu ʕalajja ʔan ʔuxbiraka biʔajji ʃajʔ/,mā kāna yajibu ʿalayya ʾan ʾukhbiraka biʾayyi shayʾ
535,REPAIR,أريد أن أشتري منزلًا,I want to buy a house.,ʔrˈiːd ʔn ʔʃtrˈiː mˈanzilˌan,ʔrayayd ʔn ʔshtrayay manzayaylan,Machine omits lexical vowels in أُرِيدُ and fails to realize subjunctive final glide in أَشْتَرِيَ,/ʔuriːdu ʔan ʔaʃtarija manzilan/,ʾurīdu ʾan ʾashtariya manzilan
536,REPAIR,أريد أن أعرف ما سيحدث.,I want to know what'll happen.,ʔrˈiːd ʔn ʔˈaʕraf mˈaː siːħdθ.,ʔrayayd ʔn ʔa‘raf ma sayayhdth.,Machine omits lexical/subjunctive vowels and misreads future سَيَحْدُثُ,/ʔuriːdu ʔan ʔaʕrifa maː sajaħduθ/,ʾurīdu ʾan ʾaʿrifa mā sayaḥduth
537,REPAIR,أريدك أن تقرأه,I want you to read it.,ʔrˈiːdka ʔn tqrʔh,ʔrayaydka ʔn tqrʔh,Machine omits object-clitic/lexical vowels in أُرِيدُكَ and subjunctive تَقْرَأَهُ,/ʔuriːduka ʔan taqraʔahu/,ʾurīduka ʾan taqraʾahu
538,REPAIR,أريدك أن تجرّبَهُ.,I want you to try it.,ʔrˈiːdka ʔn tdʒrrbˈahu.,ʔrayaydka ʔn tyrrbahohoh.,Machine omits object-clitic/lexical vowels and misreads form-II subjunctive تُجَرِّبَهُ; hint mistransliterates ج,/ʔuriːduka ʔan tudʒarribahu/,ʾurīduka ʾan tujarribahu
539,REPAIR,أُجبرتُ على الذهاب هناك.,I was made to go there.,ʔˈudʒbrtu ʕˈalaː ʔaððˈahaːb hunˈaːka.,ʔohohybrtohoh ‘ala ʔadhdhahab hohohnaka.,Machine omits lexical vowel in passive أُجْبِرْتُ and hint mistransliterates ج,/ʔudʒbirtu ʕalaː að-ðahaːb hunaːka/,ʾujbirtu ʿalā adh-dhahāb hunāka
540,REPAIR,أعمل في مدرسة للغات.,I work in a language school.,ʔˈaʕmal fˈiː mˈadrasˌa llɣaːt.,ʔa‘mal fayay madrasa llghat.,Machine omits indicative vowel and lexical vowels in لِلُّغَات,/ʔaʕmalu fiː madrasa lil-luɣaːt/,ʾaʿmalu fī madrasa lil-lughāt
