rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
751,PENDING,منصوبہ,"plan, design, scheme, project",mˌənʂˈuːba,mohohhnʂohohba,,,
752,PENDING,کوٹ,"coat; barracks; citadel, stronghold",kˈoːʈ,koht,,,
753,PENDING,توقع,expectation; anticipation; hope,taʋˈaqoː,taʋaqoh,,,
754,PENDING,راستہ,"manner; path, way; route, street",rˈaːstˌa,rasta,,,
755,PENDING,گیند,ball,ɡˈeːnd,gaynd,,,
756,PENDING,محور,axis,mɛhʋˈar,mayhʋar,,,
757,PENDING,مند,having; possessing; endowed with; -ful (suffix),mˈʌnd,mʌnd,,,
758,PENDING,لینا,"to take on; to take, get; to pick up (a person or an item to take somewhere)",lˈeːnaː,layna,,,
759,PENDING,کاشت,"cultivation, agriculture",kˈaːʃt,kasht,,,
760,PENDING,انصاف,justice,ɪnʂˈaːf,ayaynʂaf,,,
761,PENDING,مالک,"God; owner, lord; boss, supervisor",mˈaːlɪk,malayayk,,,
762,PENDING,بدھ,Buddha; Wednesday,bˈʊdʰ,bohohdʰ,,,
763,PENDING,بخش,"share; portion; gift; forgive!; spare!; grant/give (verb stem, context-dependent)",bˈaxʃ,bakhsh,,,
764,PENDING,البتہ,"but, however; although, but; of course, surely, certainly",albˈʌta,albʌta,,,
765,PENDING,مخصوص,specific; particular; reserved,mˌəxʂˈuːʂ,mohohhkhʂohohʂ,,,
766,PENDING,روشن,bright; illuminated; clear,rˈoːʃən,rohshohohhn,,,
767,PENDING,وفد,delegation; deputation,ʋˈʌfəd,ʋʌfohohhd,,,
768,PENDING,عشق,love; passionate love; passion; devotion,ˈɪʃq,ayayshq,,,
769,PENDING,اختلاف,"dissent; discord, clash, difference, disagreement, misunderstanding, quarrel, schism, variance, variation, disparity, diversity",ˌɪxtɪlˈaːf,ayaykhtayaylaf,,,
770,PENDING,بنگلہ,"bungalow; Bengali, of or relating to Bengal; Bengali language, Bengali ethnicity",bˈʌnəɡˌəlˌa,bʌnohohhgohohhla,,,
771,PENDING,قابو,control,qˈaːbuː,qabohoh,,,
772,PENDING,تعریف,praise; commendation; admiration; definition; description,tˈaːrif,tarayayf,,,
773,PENDING,پندرہ,fifteen,pˈʌndəra,pʌndohohhra,,,
774,PENDING,تیاری,preparation; readiness,tˌaiˈaːri,taayayarayay,,,
775,PENDING,حالیہ,recent; current; latest,haːlˈiːa,halayaya,,,
776,PENDING,قابل,"capable; worthy, deserving",qˈaːbɪl,qabayayl,,,
777,PENDING,محروم,deprived; denied; excluded,mɛhrˈuːm,mayhrohohm,,,
778,PENDING,اخبار,"newspaper; gazette, journal",ˌaxbˈaːr,akhbar,,,
779,PENDING,دعوت,invitation; feast; banquet; call/mission (context-dependent),dˈaːʋət,daʋohohht,,,
780,PENDING,بری,bad (feminine of برا); free; acquitted; cleared/innocent of a charge (context-dependent),bˈʌri,bʌrayay,,,
781,PENDING,بیوی,wife,bˈiːʋi,bayayʋayay,,,
782,PENDING,اکثریت,majority,ˌaksˈariˌat,aksarayayat,,,
783,PENDING,فورا,"immediately, instantly, urgently, promptly, rapidly, instantaneously",fˈoːraː,fohra,,,
784,PENDING,پچاس,fifty,pəcˈaːs,pohohhcas,,,
785,PENDING,عید,"Eid; festival, celebration",ˈiːd,ayayd,,,
786,PENDING,منظر,view; scene; sight,mˌanʐˈar,manʐar,,,
787,PENDING,کمال,perfection; excellence; mastery; wonder; amazing! (exclamatory use),kəmˈaːl,kohohhmal,,,
788,PENDING,منگل,"Tuesday; prosperity; auspicious, lucky",mˈʌnəɡˌəl,mʌnohohhgohohhl,,,
789,PENDING,درجہ,degree; level; rank; class; status; extent,dˈarɟa,dargya,,,
790,PENDING,معمولی,"common; ordinary; regular, usual",mˈaːmuːlˌiː,mamohohlayay,,,
791,PENDING,مذہب,"religion; any school of thought; creed, sectarian belief",mˈazhab,mazhab,,,
792,PENDING,بھاری,heavy,bʰˈaːri,bʰarayay,,,
793,PENDING,خواب,"dream; sleep; vision, illusion",xʋˈaːb,khʋab,,,
794,PENDING,خوف,fear,xˈoːf,khohf,,,
795,PENDING,تیسرے,third (masculine plural/oblique),tˈiːsreː,tayaysray,,,
796,PENDING,وجود,existence,ʋʊɟˈuːd,ʋohohgyohohd,,,
797,PENDING,بلوچ,Baloch,bəlˈoːc,bohohhlohc,,,
798,PENDING,حج,"hajj, pilgrimage to Mecca",hˈʌɟ,hʌgy,,,
799,PENDING,اقتصادی,economic,ˌɪqtɪʂˈaːdi,ayayqtayayʂadayay,,,
800,PENDING,واپسی,"return, coming-back; reimbursement, restoration",ʋˈaːpsˌiː,ʋapsayay,,,
