rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
551,REPAIR,هل بإمكانك أن توصلني لمنزلي؟,Could you give me a ride home?,hˈal bʔmkaːnkˌa ʔn tˈuːs̪lniː lmnzliː,hal bʔmkanka ʔn tohohs̪lnayay lmnzlayay,Machine omits lexical/possessive vowels and misreads form-II تُوَصِّلَنِي; mark emphatic ṣ,/hal biʔimkaːnika ʔan tuwasˤsˤilaniː limanziliː/,hal biʾimkānika ʾan tuwaṣṣilanī limanzilī
552,REPAIR,هل أنجزت واجبك بنفسك؟,Did you do your homework by yourself?,hˈal ʔndʒzt wˈaːdʒibkˌa bnfska,hal ʔnyzt wayayaybka bnfska,Machine omits lexical vowels in أَنْجَزْتَ and possessive/prepositional vowels; hint mistransliterates ج,/hal ʔandʒazta waːdʒibaka binafsika/,hal ʾanjazta wājibaka binafsika
553,REPAIR,هل تذهب إلى المدرسة بالحافلة؟,Do you go to school by bus?,hˈal tðhb ʔˈilaː ʔalmˈadrasˌa bilħˈaːfilˌa,hal tdhhb ʔayayla ʔalmadrasa bayaylhafayayla,Machine omits lexical vowels in تَذْهَبُ and hint is unusable,/hal taðhabu ʔilaː al-madrasa bil-ħaːfila/,hal tadhhabu ʾilā al-madrasa bil-ḥāfila
554,REPAIR,هل لديك أي نصيحة لي؟,Do you have any advice for me?,hˈal ldiːkˌa ʔˈajj nˈas̪iːħˌa lˈajj,hal ldayayka ʔayy nas̪ayayha layy,Machine misvocalizes لَدَيْكَ and لِي and fails to mark emphatic ṣ/ḥ in نَصِيحَة,/hal ladajka ʔajj nasˤiːħa liː/,hal ladayka ʾayy naṣīḥa lī
555,REPAIR,هل عندك خطط لليوم؟,Do you have any plans for today?,hˈal ʕˈindka χˈat̪t̪at̪ lliːwm,hal ‘ayayndka khat̪t̪at̪ llayaywm,Machine omits possessive vowel and misreads plural خُطَط plus لِلْيَوْم,/hal ʕindaka xutˤatˤ lil-jawm/,hal ʿindaka khuṭaṭ lil-yawm
556,REPAIR,هل تعلم من اشترى لوحتك؟,Do you know who bought your painting?,hˈal tˈaʕallˌam mˈin ˈiʃtarˌaː luːħtkˌa,hal ta‘allam mayayn ayayshtara lohohhtka,Machine misreads تَعْلَم as تَعَلَّم and interrogative مَنْ as مِنْ; omits possessive ending,/hal taʕlam man ʔiʃtaraː lawħataka/,hal taʿlam man ʾishtarā lawḥataka
557,REPAIR,كل ما عليك القيام به هو الانتظار.,All you need to do is wait.,kˈull mˈaː ʕˈaliːjkˌa ʔalqˈiːaːm bh hˈuwa alˈintiðˌaːr.,kohohll ma ‘alayayyka ʔalqayayam bh hohohwa alayayntayaydhar.,Machine misvocalizes عَلَيْكَ and omits pronominal vowels; fails to mark emphatic ẓ in الِانْتِظَار,/kullu maː ʕalajka al-qijaːmu bihi huwa al-ʔintizˤaːr/,kullu mā ʿalayka al-qiyāmu bihi huwa al-ʾintiẓār
558,REPAIR,أستطيع مساعدتك في إيجاد عمل.,I can help you find a job.,ʔstt̪ˈi.ːʕ msˈaːʕdtka fˈiː ʔˈiːdʒaːd ʕˈamal.,ʔstt̪ayay.‘ msa‘dtka fayay ʔayayyad ‘amal.,Machine omits lexical vowels/emphatic ṭ and object/construct ending; hint mistransliterates ج,/ʔastatˤiːʕu musaːʕadataka fiː ʔiːdʒaːd ʕamal/,ʾastaṭīʿu musāʿadataka fī ʾījād ʿamal
559,REPAIR,لا أعرف كيف يُفعل ذلك.,I don't know how that is done.,lˈaː ʔˈaʕraf kˈajfa jˈufʕl ðˈaːlikˌa.,la ʔa‘raf kayfa yohohf‘l dhalayayka.,Machine misvocalizes أَعْرِف and passive يُفْعَلُ; hint is unusable,/laː ʔaʕrif kajfa jufʕalu ðaːlika/,lā ʾaʿrif kayfa yufʿalu dhālika
560,REPAIR,أنا لا أعرف حتى ما ذلك.,I don't even know what that is.,ˈana lˈaː ʔˈaʕraf ħˈatːaː mˈaː ðˈaːlikˌa.,ana la ʔa‘raf hata ma dhalayayka.,Machine misvocalizes أَعْرِف and hint loses standard long ā/gemination,/ʔanaː laː ʔaʕrif ħattaː maː ðaːlika/,ʾanā lā ʾaʿrif ḥattā mā dhālika
561,REPAIR,لا أرغب في تناول أي طعام اليوم.,I don't feel like eating anything today.,lˈaː ʔrɣb fˈiː tˈanaːwˌal ʔˈajj t̪ˈaʕaːm ʔaljˈawm.,la ʔrghb fayay tanawal ʔayy t̪a‘am ʔalyawm.,Machine omits lexical vowels and fails to mark emphatic ṭ in طَعَام,/laː ʔarɣabu fiː tanaːwul ʔajji tˤaʕaːm al-jawm/,lā ʾarghabu fī tanāwul ʾayyi ṭaʿām al-yawm
