rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
851,REPAIR,عمارت,building,ɪmˈaːrət,ayaymarohohht,Normalize to broad standard Urdu; mark dental final /t̪/ and remove artificial stress.,/ɪmaːɾət̪/,i-maa-rat
852,REPAIR,صحافیوں,journalists (oblique plural),ʂəhˈaːfiˌõː,ʂohohhhafayayõ,Normalize Urdu consonants and preserve oblique-plural nasal /õː/.,/səɦaːfijõː/,suh-haa-fee-yohn (nasal)
853,REPAIR,پیغام,message; communication; news; advice (context-dependent),peːɣˈaːm,paygham,Remove artificial stress; vowel sequence otherwise close.,/peːɣaːm/,pay-ghaam
854,REPAIR,پناہ,asylum; refuge (ie. protection); shelter (ie. a place of security),pənˈaːh,pohohhnah,Use Urdu /ɦ/ and remove artificial stress.,/pənaːɦ/,puh-naah
855,REPAIR,دیش,country; land,dˈeːʃ,daysh,Use dental /d̪/ and remove artificial stress.,/d̪eːʃ/,daysh
856,REPAIR,حلقہ,"boundary; circle, ring, hoop; constituency, electoral district",hˈalqa,halqa,Use Urdu /ɦ/ and broad citation vowels.,/ɦəlqaː/,hul-qaa
857,REPAIR,خاتمہ,"conclusion, end, termination",xˈaːtəma,khatohohhma,Candidate has the wrong medial vowel; standard Urdu is khaatima.,/xaːt̪ɪmaː/,khaa-ti-maa
858,REPAIR,انتظار,"wait, waiting; expectation; expectancy",ˌɪntɪʐˈaːr,ayayntayayʐar,Urdu ظ is /z/; use dental /t̪/ and remove artificial stress.,/ɪnt̪ɪzaːɾ/,in-ti-zaar
859,REPAIR,امام,imam,ɪmˈaːm,ayaymam,Remove artificial stress; broad Urdu form otherwise straightforward.,/ɪmaːm/,i-maam
860,REPAIR,جج,judge,ɟˈʌɟ,gyʌgy,Urdu ج is /d͡ʒ/, not palatal stop /ɟ/.,/d͡ʒəd͡ʒ/,juj
861,REPAIR,من,maund (unit of mass),mˈʌn,mʌn,Normalize short central vowel and remove artificial stress.,/mən/,mun
862,REPAIR,شب,night; evening,ʃˈʌb,shʌb,Normalize short central vowel and remove artificial stress.,/ʃəb/,shub
863,REPAIR,دوستی,friendship,dˈoːstˌiː,dohstayay,Use dental /d̪ t̪/ and remove artificial stress.,/d̪oːst̪iː/,dos-tee
864,REPAIR,فرض,duty; obligation; obligatory religious act/prayer; assumption/supposition,fˈarz,farz,Standard Urdu merges ض to /z/; normalize vowel and stress.,/fəɾz/,furz
865,REPAIR,ادائیگی,payment; fulfillment; performance,ˌadaːˈiːɡi,adaayaygayay,Normalize the hiatus and dental initial consonant; remove artificial stress.,/əd̪aːɪɡiː/,uh-daa-ee-gee
866,REPAIR,مملکت,state; country; kingdom; realm,mˈamlɪkˌat,mamlayaykat,Normalize unstressed vowels and dental final /t̪/.,/məmlɪkət̪/,mum-li-kat
867,REPAIR,کمزور,"ineffective; weak, feeble; incomplete, undone",kˈamzoːr,kamzohr,Normalize initial schwa and Urdu rhotic.,/kəmzoːɾ/,kum-zor
868,REPAIR,بارہ,twelve,bˈaːrˌa,bara,Final vowel is reduced in standard Urdu; remove artificial stress.,/baːɾə/,baa-ruh
869,REPAIR,پیار,"beloved, dear; love, romance; love, friendship",pjˈaːr,pyar,Remove artificial stress; preserve /pj/ onset.,/pjaːɾ/,pyaar
870,REPAIR,لڑکی,girl; daughter,lˈʌr.kˌiː,lʌr.kayay,Use Urdu retroflex flap /ɽ/ and normalize vowel/stress.,/ləɽkiː/,lur-kee
871,REPAIR,لا,not,lˈaː,la,Remove artificial stress; long vowel is phonemic.,/laː/,laa
872,REPAIR,اکبر,greater; greatest; Akbar (name),ˈakbar,akbar,Normalize unstressed vowels and Urdu rhotic.,/əkbəɾ/,uk-bur
873,REPAIR,چاہے,"though, even if; either, whether, or; masculine plural perfect indicative",cˈaːheː,cahay,Urdu چ is /t͡ʃ/ and ہ is /ɦ/; remove artificial stress.,/t͡ʃaːɦeː/,chaa-hay
