rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
601,REPAIR,استطعت أن أنجح بفضل مساعدتك.,Your help enabled me to succeed.,ˈastt̪ʕt ʔn ʔˈandʒaħ bfdˤl msˈaːʕdtka.,astt̪‘t ʔn ʔanyah bfdˤl msa‘dtka.,Machine omits lexical vowels and emphatic ṭ in اِسْتَطَعْتُ and case/possessive vowels in بِفَضْلِ مُسَاعَدَتِكَ,/ʔistatˤaʕtu ʔan ʔandʒaħa bifadˤli musaːʕadatika/,ʾistaṭaʿtu ʾan ʾanjaḥa bifaḍli musāʿadatika
602,REPAIR,لا توجد إجابة لسؤالك.,There is no answer to your question.,lˈaː tˈuːdʒd ʔˈidʒaːbˌa lsʔaːlkˌa.,la tohohyd ʔayayyaba lsʔalka.,Machine omits finite/passive vowel in تُوجَدُ and lexical/prepositional vowels in لِسُؤَالِكَ; hint mistransliterates ج,/laː tuːdʒadu ʔidʒaːba lisuʔaːlika/,lā tūjadu ʾijāba lisuʾālika
603,REPAIR,هذا ما أحب أن أفعله.,This is what I love to do.,hˈaːðaː mˈaː ʔˈaħabː ʔn ʔˈafʕalh.,hadha ma ʔahab ʔn ʔaf‘alh.,Machine misvocalizes أُحِبُّ and drops the object-clitic vowel in أَفْعَلَهُ,/haːðaː maː ʔuħibbu ʔan ʔafʕalahu/,hādhā mā ʾuḥibbu ʾan ʾafʿalahu
604,REPAIR,هذا ما نريد أن نعرفه.,This is what we want to know.,hˈaːðaː mˈaː nrˈiːd ʔn nʕrfh.,hadha ma nrayayd ʔn n‘rfh.,Machine omits lexical vowels in نُرِيدُ and subjunctive/object vowels in نَعْرِفَهُ,/haːðaː maː nuriːdu ʔan naʕrifahu/,hādhā mā nurīdu ʾan naʿrifahu
605,REPAIR,غدًا هو أول يوم عمل لي.,Tomorrow is my first day of work.,ɣˈadan hˈuwa ʔˈawwal jˈawm ʕˈamal lˈajj.,ghadan hohohwa ʔawwal yawm ‘amal layy.,Machine misreads first-person لِي as layy; normalize broad MSA phrase,/ɣadan huwa ʔawwal jawm ʕamal liː/,ghadan huwa ʾawwal yawm ʿamal lī
606,REPAIR,انتظر، أريد إخبارك بأمر ما.,Wait. I want to tell you something.,ˈintaðˌar ʔrˈiːd ʔˈiχbaːrkˌa bʔmr mˈaː.,ayayntadhar ʔrayayd ʔayaykhbarka bʔmr ma.,Machine misvocalizes imperative اِنْتَظِرْ and omits lexical vowels/emphatic ẓ plus case vowels in إِخْبَارَكَ بِأَمْرٍ مَا,/ʔintazˤir ʔuriːdu ʔixbaːraka biʔamrin maː/,ʾintaẓir ʾurīdu ʾikhbāraka biʾamrin mā
607,REPAIR,علينا تكرار هذا غدًا.,We have to repeat this tomorrow.,ʕlˈiːnaː tˈakraːr hˈaːðaː ɣˈadan.,‘layayna takrar hadha ghadan.,Machine misvocalizes عَلَيْنَا and hint loses vowel length,/ʕalajnaː takraːr haːðaː ɣadan/,ʿalaynā takrār hādhā ghadan
608,REPAIR,يمكنك دائمًا أن تطلب مني المساعدة.,You can always ask me for help.,jmkˈunnakˌa dˈaːʔimˌan ʔn tˈat̪allˌab mnˈiː ʔalmusˈaːʕadˌa.,ymkohohnnaka daʔayayman ʔn tat̪allab mnayay ʔalmohohsa‘ada.,Machine misvocalizes يُمْكِنُكَ and reads تَطْلُبَ as form-V تَطَلَّب; also fails to mark emphatic ṭ,/jumkinuka daːʔiman ʔan tatˤluba minniː al-musaːʕada/,yumkinuka dāʾiman ʾan taṭluba minnī al-musāʿada
609,REPAIR,يمكنك العودة إلى البيت لو أردت.,You can return home if you like.,jmkˈunnakˌa ʔalʕˈawda ʔˈilaː ʔalbˈajt lˈaw ʔrdt.,ymkohohnnaka ʔal‘awda ʔayayla ʔalbayt law ʔrdt.,Machine misvocalizes يُمْكِنُكَ and omits lexical vowels in أَرَدْتَ,/jumkinuka al-ʕawda ʔilaː al-bajt law ʔaradta/,yumkinuka al-ʿawda ʾilā al-bayt law ʾaradta
610,REPAIR,يمكنك أن تقول أي شيء تريد.,You can say whatever you want to.,jmkˈunnakˌa ʔn tˈaqawwˌul ʔˈajj ʃˈajʔ trˈiːd.,ymkohohnnaka ʔn taqawwohohl ʔayy shayʔ trayayd.,Machine misvocalizes يُمْكِنُكَ and reads finite subjunctive تَقُولَ as verbal-noun morphology; omits lexical vowel in تُرِيد,/jumkinuka ʔan taquːla ʔajj ʃajʔ turiːd/,yumkinuka ʾan taqūla ʾayy shayʾ turīd
