rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
601,REPAIR,حاليا,currently; at present,ħˈaːliːˌaː,halayaya,Machine candidate misreads adverbial حَالِيًّا and omits the geminate/tanwin sequence,/ħaːlijjan/,ḥāliyyan
602,REPAIR,رجاء,request; hope; please (as a polite formula),rˈadʒaːʔ,rayaʔ,Machine hint is unusable; normalize vowel length and hamza,/radʒaːʔ/,rajāʾ
603,REPAIR,أحضر,brought; brought in; supplied; bring!; I attend / I am present (depending on vocalization/context),ʔˈaħdˤar,ʔahdˤar,Workbook gloss spans past أَحْضَرَ and imperative أَحْضِرْ and first-person أَحْضُر; include all readings,/ʔaħdˤara/ / /ʔaħdˤir/ / /ʔaħdˤur/,ʾaḥḍara / ʾaḥḍir / ʾaḥḍur
604,REPAIR,سيء,bad; poor,sˈajjiʔ,sayyayayʔ,Machine hint is unusable; normalize hamza and gemination,/sajjiʔ/,sayyiʾ
605,REPAIR,سلاح,weapon; arms,silˈaːħ,sayaylah,Machine hint is unusable; preserve vowel length and ḥ,/silaːħ/,silāḥ
606,REPAIR,يطلب,asks for; requests; demands,jt̪lb,yt̪lb,Machine candidate omits lexical vowels and fails to mark emphatic ṭ,/jatˤlub/,yaṭlub
607,REPAIR,مناطق,regions; areas,mnˈaːt̪q,mnat̪q,Machine candidate omits lexical short vowels and fails to mark emphatic ṭ,/manaːtˤiq/,manāṭiq
608,REPAIR,شخصية,"personality; character; personal (feminine, depending on use)",ʃˈaχs̪iːjˌa,shakhs̪ayayya,These listed senses share شَخْصِيَّة; machine fails to mark emphatic ṣ and hint is unusable,/ʃaxsˤijja/,shakhṣiyya
609,REPAIR,رياضي,athletic; sporting; athlete; sportsman; mathematician,rˈiːaːdˤˌiːj,rayayadˤayayy,Machine candidate misrepresents the glide/vowel sequence and final nisba gemination,/rijaːdˤijj/,riyāḍiyy
610,REPAIR,يتذكر,remembers,jtðkr,ytdhkr,Machine candidate omits lexical vowels and gemination,/jataðakkar/,yatadhakkar
611,REPAIR,أداء,performance; execution,ʔˈadaːʔ,ʔadaʔ,Normalize broad IPA and preserve vowel length plus hamza,/ʔadaːʔ/,ʾadāʾ
612,REPAIR,مؤسسة,institution; organization,muʔˈassasˌa,mohohʔassasa,Machine hint is unusable; normalize hamza and standard vowels,/muʔassasa/,muʾassasa
613,REPAIR,سعر,price; priced,sˈiʕr,sayay‘r,Workbook gloss spans noun سِعْر and past verb سَعَّرَ; include both readings,/siʕr/ / /saʕʕara/,siʿr / saʿʿara
614,REPAIR,تراجع,decline; retreat; retreated/declined,tˈaraːdʒˌuʕ,tarayohoh‘,Workbook gloss spans verbal noun تَرَاجُع and past verb تَرَاجَعَ; include both readings,/taraːdʒuʕ/ / /taraːdʒaʕa/,tarājuʿ / tarājaʿa
615,REPAIR,أهمية,importance,ʔahˈammiːjˌa,ʔahammayayya,Machine hint is unusable; normalize feminine abstract form,/ʔahammijja/,ʾahammiyya
616,REPAIR,واضح,clear; obvious,wˈaːdˤiħ,wadˤayayh,Machine hint is unusable; normalize emphatic consonant ḥ and vowel length,/waːdˤiħ/,wāḍiḥ
617,REPAIR,أحيان,times; occasions (commonly in أحيانًا = sometimes),ʔħˈiːaːn,ʔhayayan,Machine candidate misreads أَحْيَان and omits the initial short vowel/glide sequence,/ʔaħjaːn/,ʾaḥyān
618,REPAIR,جريمة,crime,dʒˈariːmˌa,yarayayma,Machine hint is unusable; preserve vowel length,/dʒariːma/,jarīma
619,REPAIR,مؤكدا,confirming; emphasizing; confirmed; certain; definitely (depending on vocalization/context),mʔkdˈaː,mʔkda,Workbook gloss spans active مُؤَكِّدًا and passive/adverbial مُؤَكَّدًا; machine candidate omits vowels/gemination,/muʔakkidan/ / /muʔakkadan/,muʾakkidan / muʾakkadan
620,REPAIR,أتى,came; arrived,ʔˈataː,ʔata,Normalize broad IPA and preserve final vowel length,/ʔataː/,ʾatā
621,REPAIR,حالي,current; present; my condition; my state (depending on structure),ħaːlˈijj,halayayyy,Workbook gloss spans nisba حَالِيّ and possessive حَالِي; distinguish final gemination from long ī,/ħaːlijj/ / /ħaːliː/,ḥāliyy / ḥālī
622,REPAIR,يدفع,pays; pushes,jdfʕ,ydf‘,Machine candidate omits lexical short vowels,/jadfaʕ/,yadfaʿ
623,REPAIR,تالي,next; following,tˈaːliː,talayay,Machine hint is unusable; preserve both long vowels,/taːliː/,tālī
624,REPAIR,إقامة,residence; establishment; holding,ʔˈiqaːmˌa,ʔayayqama,Machine hint is unusable; normalize hamza and vowel length,/ʔiqaːma/,ʾiqāma
625,REPAIR,إنتاج,production; output,ʔˈintaːdʒ,ʔayayntay,Machine hint is unusable; normalize hamza and vowel length,/ʔintaːdʒ/,ʾintāj
626,REPAIR,معا,together,mˈaʕaː,ma‘a,Machine candidate misreads adverbial مَعًا as a long final vowel,/maʕan/,maʿan
627,REPAIR,أطلق,launched; released; fired; set free,ʔˈat̪laq,ʔat̪laq,Machine form drops the lexical final vowel and fails to mark emphatic ṭ,/ʔatˤlaqa/,ʾaṭlaqa
628,REPAIR,أنتم,you (masculine plural),ʔˈantum,ʔantohohm,Machine hint is unusable; normalize standard MSA pronoun,/ʔantum/,ʾantum
629,REPAIR,حماية,protection,ħˈimaːjˌa,hayaymaya,Machine hint is unusable; normalize glide and vowel length,/ħimaːja/,ḥimāya
630,REPAIR,صور,pictures; images; photographed,s̪ˈuːr,s̪ohohr,Workbook gloss spans plural صُوَر and past verb صَوَّرَ; machine also fails to mark emphatic ṣ,/sˤuwar/ / /sˤawwara/,ṣuwar / ṣawwara
631,REPAIR,يتكلم,speaks; talks,jtklm,ytklm,Machine candidate omits lexical vowels and gemination,/jatakallam/,yatakallam
632,REPAIR,إحدى,one; one of (feminine form),ʔħdˈaː,ʔhda,Machine candidate omits the initial short vowel and hint loses ḥ plus vowel length,/ʔiħdaː/,ʾiḥdā
633,REPAIR,فوق,above; over,fˈawq,fawq,Normalize broad monosyllabic IPA,/fawq/,fawq
634,REPAIR,سوى,except; other than; apart from,sˈiwaː,sayaywa,Machine hint is unusable; preserve final vowel length,/siwaː/,siwā
635,REPAIR,سجل,record; register; recorded/registered,sˈadʒdʒal,sayyal,Workbook gloss spans noun سِجِلّ and past verb سَجَّلَ; include both readings,/sidʒill/ / /sadʒdʒala/,sijill / sajjala
636,REPAIR,وحده,alone; by himself/itself,wˈaħdh,wahdh,Machine candidate omits vowels and the pronominal suffix; standard form is وَحْدَهُ,/waħdahu/,waḥdahu
637,REPAIR,نساء,women,nˈisaːʔ,nayaysaʔ,Machine hint is unusable; preserve vowel length and hamza,/nisaːʔ/,nisāʾ
638,REPAIR,قصة,story,qˈis̪s̪a,qayays̪s̪a,Machine consonant quality is wrong for geminated emphatic ṣ and hint is unusable,/qisˤsˤa/,qiṣṣa
639,REPAIR,خذ,take!,χð,khdh,Machine candidate omits the imperative vowel,/xuð/,khudh
640,REPAIR,طبيب,doctor; physician,t̪ˈabiːb,t̪abayayb,Machine consonant quality is wrong for emphatic ṭ and hint is unusable,/tˤabiːb/,ṭabīb
641,REPAIR,مباشرة,directly; direct; immediate,mubˈaːʃarˌa,mohohbashara,Workbook gloss spans adverb مُبَاشَرَةً and adjective/noun form مُبَاشَرَة; include both readings,/mubaːʃaratan/ / /mubaːʃara/,mubāsharatan / mubāshara
642,REPAIR,جمهورية,republic,dʒˌumhuːrˈijja,yohohmhohohrayayyya,Machine hint is unusable; normalize feminine nisba form and vowel length,/dʒumhuːrijja/,jumhūriyya
643,REPAIR,بأس,harm / hardship; might / strength,bˈaʔs,baʔs,Normalize broad IPA and learner hamza marker,/baʔs/,baʾs
644,REPAIR,أشهر,months; more famous; most famous (depending on vocalization/use),ʔˈaʃhar,ʔashhar,Workbook gloss spans plural أَشْهُر and comparative أَشْهَر; include both readings,/ʔaʃhur/ / /ʔaʃhar/,ʾashhur / ʾashhar
645,REPAIR,ملك,king; angel; property; possession; owned; possessed (depending on vocalization/use),mˈalik,malayayk,Workbook gloss spans مَلِك and مَلَك and مُلْك and past verb مَلَكَ; include all readings,/malik/ / /malak/ / /mulk/ / /malaka/,malik / malak / mulk / malaka
646,REPAIR,قضاء,judgment / ruling; judiciary; fulfillment / carrying out,qˈadˤaːʔ,qadˤaʔ,Normalize broad IPA and preserve emphatic consonant vowel length and hamza,/qadˤaːʔ/,qaḍāʾ
647,REPAIR,دراسة,study,dˈiraːsˌa,dayayrasa,Machine hint is unusable; normalize vowel length,/diraːsa/,dirāsa
648,REPAIR,متأكد,sure; certain; confident,mutˈaʔakːˌid,mohohtaʔakayayd,Machine hint is unusable; normalize hamza and gemination,/mutaʔakkid/,mutaʾakkid
649,REPAIR,سياسة,politics; policy,sijˈaːsa,sayayyasa,Machine hint is unusable; normalize glide and vowel length,/sijaːsa/,siyāsa
650,REPAIR,صعب,difficult; hard; was difficult; became hard (depending on vocalization/use),s̪ˈaʕb,s̪a‘b,Workbook gloss spans adjective صَعْب and past verb صَعُبَ; machine also fails to mark emphatic ṣ,/sˤaʕb/ / /sˤaʕuba/,ṣaʿb / ṣaʿuba
