rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
601,PENDING,ہمیں فارم پُر کرنا ہے۔,We need to fill out the form.,hˈʌmẽː fˈaːrm pˈʊr kˌarnaː hɛ,hʌmẽ farm pohohr karna hay,,,
602,PENDING,ہمیں فارم پُر کرنا چاہیے۔,We should fill out the form.,hˈʌmẽː fˈaːrm pˈʊr kˌarnaː cˈaːhjeː,hʌmẽ farm pohohr karna cahyay,,,
603,PENDING,ہم فارم پُر کر سکتے ہیں۔,We can fill out the form.,ham fˈaːrm pˈʊr kar sˈʌktˌeː hẽ,ham farm pohohr kar sʌktay hẽ,,,
604,PENDING,براہِ کرم فارم پُر کیجیے۔,Please fill out the form.,bˌəraːhˈeː kˈʌrəm fˈaːrm pˈʊr kˈiːɟiˌeː,bohohhrahay kʌrohohhm farm pohohr kayaygyayayay,,,
605,PENDING,براہِ کرم فارم پُر نہ کیجیے۔,Please do not fill out the form.,bˌəraːhˈeː kˈʌrəm fˈaːrm pˈʊr nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm farm pohohr na kayaygyayayay,,,
606,PENDING,ہمیں فارم پر دستخط کرنا ہے۔,We need to sign the form.,hˈʌmẽː fˈaːrm pˈʌr dˌastxˈat kˌarnaː hɛ,hʌmẽ farm pʌr dastkhat karna hay,,,
607,PENDING,ہمیں فارم پر دستخط کرنا چاہیے۔,We should sign the form.,hˈʌmẽː fˈaːrm pˈʌr dˌastxˈat kˌarnaː cˈaːhjeː,hʌmẽ farm pʌr dastkhat karna cahyay,,,
608,PENDING,ہم فارم پر دستخط کر سکتے ہیں۔,We can sign the form.,ham fˈaːrm pˈʌr dˌastxˈat kar sˈʌktˌeː hẽ,ham farm pʌr dastkhat kar sʌktay hẽ,,,
609,PENDING,براہِ کرم فارم پر دستخط کیجیے۔,Please sign the form.,bˌəraːhˈeː kˈʌrəm fˈaːrm pˈʌr dˌastxˈat kˈiːɟiˌeː,bohohhrahay kʌrohohhm farm pʌr dastkhat kayaygyayayay,,,
610,PENDING,براہِ کرم فارم پر دستخط نہ کیجیے۔,Please do not sign the form.,bˌəraːhˈeː kˈʌrəm fˈaːrm pˈʌr dˌastxˈat nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm farm pʌr dastkhat na kayaygyayayay,,,
611,PENDING,ہمیں پتا دیکھنا ہے۔,We need to check the address.,hˈʌmẽː pˈʌtaː dˈeːkʰnˌaː hɛ,hʌmẽ pʌta daykʰna hay,,,
612,PENDING,ہمیں پتا دیکھنا چاہیے۔,We should check the address.,hˈʌmẽː pˈʌtaː dˈeːkʰnˌaː cˈaːhjeː,hʌmẽ pʌta daykʰna cahyay,,,
613,PENDING,ہم پتا دیکھ سکتے ہیں۔,We can check the address.,ham pˈʌtaː dˈeːkʰ sˈʌktˌeː hẽ,ham pʌta daykʰ sʌktay hẽ,,,
614,PENDING,براہِ کرم پتا دیکھیے۔,Please check the address.,bˌəraːhˈeː kˈʌrəm pˈʌtaː dˈeːkʰjeː,bohohhrahay kʌrohohhm pʌta daykʰyay,,,
615,PENDING,براہِ کرم پتا نہ دیکھیے۔,Please do not check the address.,bˌəraːhˈeː kˈʌrəm pˈʌtaː nˈa dˈeːkʰjeː,bohohhrahay kʌrohohhm pʌta na daykʰyay,,,
616,PENDING,ہمیں وقت دیکھنا ہے۔,We need to check the time.,hˈʌmẽː ʋˈaqt dˈeːkʰnˌaː hɛ,hʌmẽ ʋaqt daykʰna hay,,,
617,PENDING,ہمیں وقت دیکھنا چاہیے۔,We should check the time.,hˈʌmẽː ʋˈaqt dˈeːkʰnˌaː cˈaːhjeː,hʌmẽ ʋaqt daykʰna cahyay,,,
618,PENDING,ہم وقت دیکھ سکتے ہیں۔,We can check the time.,ham ʋˈaqt dˈeːkʰ sˈʌktˌeː hẽ,ham ʋaqt daykʰ sʌktay hẽ,,,
619,PENDING,براہِ کرم وقت دیکھیے۔,Please check the time.,bˌəraːhˈeː kˈʌrəm ʋˈaqt dˈeːkʰjeː,bohohhrahay kʌrohohhm ʋaqt daykʰyay,,,
620,PENDING,براہِ کرم وقت نہ دیکھیے۔,Please do not check the time.,bˌəraːhˈeː kˈʌrəm ʋˈaqt nˈa dˈeːkʰjeː,bohohhrahay kʌrohohhm ʋaqt na daykʰyay,,,
621,PENDING,ہمیں ٹکٹ خریدنا ہے۔,We need to buy a ticket.,hˈʌmẽː ʈˈɪkɪʈ xərˈiːdnˌaː hɛ,hʌmẽ tayaykayayt khohohhrayaydna hay,,,
622,PENDING,ہمیں ٹکٹ خریدنا چاہیے۔,We should buy a ticket.,hˈʌmẽː ʈˈɪkɪʈ xərˈiːdnˌaː cˈaːhjeː,hʌmẽ tayaykayayt khohohhrayaydna cahyay,,,
623,PENDING,ہم ٹکٹ خرید سکتے ہیں۔,We can buy a ticket.,ham ʈˈɪkɪʈ xərˈiːd sˈʌktˌeː hẽ,ham tayaykayayt khohohhrayayd sʌktay hẽ,,,
624,PENDING,براہِ کرم ٹکٹ خریدیے۔,Please buy a ticket.,bˌəraːhˈeː kˈʌrəm ʈˈɪkɪʈ xərˈiːdjeː,bohohhrahay kʌrohohhm tayaykayayt khohohhrayaydyay,,,
625,PENDING,براہِ کرم ٹکٹ نہ خریدیے۔,Please do not buy a ticket.,bˌəraːhˈeː kˈʌrəm ʈˈɪkɪʈ nˈa xərˈiːdjeː,bohohhrahay kʌrohohhm tayaykayayt na khohohhrayaydyay,,,
626,PENDING,ہمیں کمرہ بک کرنا ہے۔,We need to book a room.,hˈʌmẽː kˈamra bˈʌk kˌarnaː hɛ,hʌmẽ kamra bʌk karna hay,,,
627,PENDING,ہمیں کمرہ بک کرنا چاہیے۔,We should book a room.,hˈʌmẽː kˈamra bˈʌk kˌarnaː cˈaːhjeː,hʌmẽ kamra bʌk karna cahyay,,,
628,PENDING,ہم کمرہ بک کر سکتے ہیں۔,We can book a room.,ham kˈamra bˈʌk kar sˈʌktˌeː hẽ,ham kamra bʌk kar sʌktay hẽ,,,
629,PENDING,براہِ کرم کمرہ بک کیجیے۔,Please book a room.,bˌəraːhˈeː kˈʌrəm kˈamra bˈʌk kˈiːɟiˌeː,bohohhrahay kʌrohohhm kamra bʌk kayaygyayayay,,,
630,PENDING,براہِ کرم کمرہ بک نہ کیجیے۔,Please do not book a room.,bˌəraːhˈeː kˈʌrəm kˈamra bˈʌk nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm kamra bʌk na kayaygyayayay,,,
631,PENDING,ہمیں کھانا منگوانا ہے۔,We need to order food.,hˈʌmẽː kʰˈaːnaː mˌənɡʋˈaːnaː hɛ,hʌmẽ kʰana mohohhngʋana hay,,,
632,PENDING,ہمیں کھانا منگوانا چاہیے۔,We should order food.,hˈʌmẽː kʰˈaːnaː mˌənɡʋˈaːnaː cˈaːhjeː,hʌmẽ kʰana mohohhngʋana cahyay,,,
633,PENDING,ہم کھانا منگوا سکتے ہیں۔,We can order food.,ham kʰˈaːnaː mənˈʌɡʋaː sˈʌktˌeː hẽ,ham kʰana mohohhnʌgʋa sʌktay hẽ,,,
634,PENDING,براہِ کرم کھانا منگوائیے۔,Please order food.,bˌəraːhˈeː kˈʌrəm kʰˈaːnaː mˌənɡʋˈaːjeː,bohohhrahay kʌrohohhm kʰana mohohhngʋayay,,,
