rank,status,note,proposed_target,proposed_english
901,PASS,,,
902,REPAIR,"le means 'it'; English incorrectly says 'this'.",Je ne veux pas que tu le dises à qui que ce soit.,I don't want you to tell it to anybody.
903,PASS,,,
904,PASS,,,
905,REPAIR,"ça is impersonal/that/it here; English 'this' introduces a demonstrative not present in French.",J'ai l'impression que ça va mal se terminer.,I feel like it's going to end badly.
906,REPAIR,"n'en avoir rien à faire means not care at all; English 'don't really care' is weaker.",J'ai l'impression que tu n'en as rien à faire de moi.,I feel like you don't care about me at all.
907,PASS,,,
908,PASS,,,
909,PASS,,,
910,PASS,,,
911,REPAIR,"ce magasin means 'this store'; English says 'that store'.",J'ai un ami qui travaille dans ce magasin.,I have a friend who works at this store.
912,PASS,,,
913,REPAIR,"missions is more directly tasks/assignments; English adds 'to do' absent from French.",J'ai beaucoup de missions aujourd'hui.,I have a lot of tasks today.
914,PASS,,,
915,PASS,,,
916,PASS,,,
917,PASS,,,
918,PASS,,,
919,PASS,,,
920,REPAIR,"devrais faire means 'should do'; English progressive 'should be doing' adds aspect.",Je n'ai aucune idée de ce que je devrais faire.,I have no idea what I should do.
921,PASS,,,
922,PASS,,,
923,PASS,,,
924,PASS,,,
925,PASS,,,
926,REPAIR,"ce livre means 'this book', not 'the book'.",Je n'ai pas d'argent pour acheter ce livre.,I have no money to buy this book.
927,REPAIR,"un dictionnaire means 'a dictionary', not 'the dictionary'.",Je n'ai pas d'argent pour acheter un dictionnaire.,I have no money to buy a dictionary.
928,PASS,,,
929,PASS,,,
930,PASS,,,
931,REPAIR,"l'expliquer means 'explain it'; English says 'this'.",Je n'ai pas le temps de l'expliquer en détail.,I have no time to explain it in detail.
932,PASS,,,
933,PASS,,,
934,REPAIR,"For clear mathematical learner English, dix fois plus de is best rendered 'ten times as many', avoiding ambiguous 'ten times more'.",J'ai dix fois plus de livres que tu en as.,I have ten times as many books as you do.
935,PASS,,,
936,REPAIR,"Use unambiguous multiplicative English rather than 'three times more'.",J'ai trois fois plus de livres que toi.,I have three times as many books as you do.
937,PASS,,,
938,PASS,,,
939,PASS,,,
940,REPAIR,"rentrer means go/come home or return, not 'go inside'.",Je dois rentrer faire mes devoirs.,I have to go home and do my homework.
941,PASS,,,
942,PASS,,,
943,PASS,,,
944,REPAIR,"n'aurons pas is future; preserve the future modal relation.",J'espère que nous n'aurons pas à vendre notre maison.,I hope we won't have to sell our house.
945,REPAIR,"n'aurons pas is future; preserve it in English.",J'espère que nous n'aurons pas à attendre trop longtemps.,I hope we won't have to wait too long.
946,REPAIR,"aimerez is future; English present 'like' drops that tense.",J'espère que vous aimerez ce que j'ai fait pour vous.,I hope you'll like what I made for you.
947,PASS,,,
948,PASS,,,
949,REPAIR,"tous vous dire merci is awkward word order; use standard vous dire merci à tous.",Je veux simplement vous dire merci à tous.,I just want to say thanks to you all.
950,PASS,,,
