rank,status,note,proposed_target,proposed_english
501,PASS,,,
502,PASS,,,
503,PASS,,,
504,PASS,,,
505,PASS,,,
506,PASS,,,
507,REPAIR,"Accent required: plaît, not plait.",Venez me voir demain s'il vous plaît.,Please come see me tomorrow.
508,REPAIR,"Accent required: plaît, not plait.","S'il vous plaît, laissez-moi rentrer chez moi !",Please let me go home.
509,PASS,,,
510,REPAIR,"Pourriez-vous is conditional 'Could you'; English imperative 'Please tell' changes the structure.",Pourriez-vous m'indiquer votre localisation ?,Could you tell me your location?
511,REPAIR,"donner votre nom means give your name, not simply tell.","S’il vous plaît, pouvez-vous me donner votre nom ?","Can you give me your name, please?"
512,REPAIR,"Donnez-moi means 'Give me'; English says 'tell me'.",Donnez-moi votre opinion s'il vous plaît.,Please give me your opinion.
513,PASS,,,
514,PASS,,,
515,PASS,,,
516,PASS,,,
517,PASS,,,
518,PASS,,,
519,PASS,,,
520,PASS,,,
521,PASS,,,
522,PASS,,,
523,REPAIR,"Standard construction is Merci de m'avoir accordé..., not Merci pour m'avoir accordé.",Merci de m'avoir accordé un peu de votre temps.,Thank you for your time.
524,REPAIR,"aimer a person means love; English incorrectly says 'like'.",C'est pour ça que je t'aime.,That's why I love you.
525,PASS,,,
526,PASS,,,
527,PASS,,,
528,PASS,,,
529,PASS,,,
530,PASS,,,
531,PASS,,,
532,PASS,,,
533,PASS,,,
534,REPAIR,"rien à faire ici literally means nothing to do here; 'no business here' can imply lack of right/reason to be present.",Nous n'avons rien à faire ici.,We have nothing to do here.
535,PASS,,,
536,PASS,,,
537,PASS,,,
538,PASS,,,
539,PASS,,,
540,PASS,,,
541,REPAIR,"cela means 'that', while English says 'this'.",Nous savons qui a fait cela.,We know who did that.
542,PASS,,,
543,PASS,,,
544,PASS,,,
545,PASS,,,
546,PASS,,,
547,PASS,,,
548,PASS,,,
549,PASS,,,
550,PASS,,,
