rank,status,note,proposed_target,proposed_english
751,PASS,,,
752,REPAIR,"Arabic هذا means 'this'; English says 'that'.",لا أملك الوقت الكافي لقراءة هذا الكتاب.,I don't have the time to read this book.
753,REPAIR,"Arabic is present capability; use an uncontracted exact English equivalent that preserves the audited C-band.",لا أظنك قادرًا على فعل ذلك.,I don't think you are capable of doing that.
754,PASS,,,
755,REPAIR,"أظن أنني يمكنني is ungrammatical; use بإمكاني/أستطيع.",أظن أن بإمكاني الانتظار أكثر قليلًا.,I guess I could wait a little bit longer.
756,PASS,,,
757,REPAIR,"Missing hamza in آخذ.",يجب أن آخذ الدواء كل ست ساعات.,I have to take my medicine every six hours.
758,REPAIR,"أتمنتى is misspelled and the Arabic means 'wish I could speak', while English says 'knew how'. Rewrite for exact fidelity.",أتمنى فقط لو كنت أعرف كيف أتكلم الفرنسية.,I just wish I knew how to speak French.
759,PASS,,,
760,PASS,,,
761,REPAIR,"Arabic is present لا أريد; English uses conditional 'wouldn't want'.",أنا لا أريد أن تتأخر عن الصف.,I don't want you to be late for class.
762,REPAIR,"سأحاول ما استطعت is awkward; standard expression for 'do my best' is أبذل قصارى جهدي.",سأبذل قصارى جهدي ألّا أقاطع مذاكرتك.,I'll do my best not to disturb your studying.
763,REPAIR,"Standard orthography uses أبدًا.",لن أنس أبدًا المرّة الأولى التي رأيتك فيها.,I'll never forget the first time I saw you.
764,REPAIR,"الأن is misspelled; correct form is الآن. Normalize punctuation.","أنا في العمل الآن، لذلك سأتصل بك لاحقًا.","I'm at work now, so I'll call you later."
765,PASS,,,
766,PASS,,,
767,REPAIR,"تتركه means 'leave it', not necessarily 'quit'.",إن لم يعجبك فبإمكانك أن تتركه.,"If you don't like it, then you can leave it."
768,PASS,,,
769,PASS,,,
770,PASS,,,
771,REPAIR,"Conditional particle is إن, not أن.",أخبرنا إن كنت لا تريد أن تأتي.,Let us know if you aren't going to come.
772,PASS,,,
773,PASS,,,
774,PASS,,,
775,PASS,,,
776,PASS,,,
777,PASS,,,
778,PASS,,,
779,REPAIR,"Arabic simply says 'I wanted to talk with you about this matter'; English adds 'That's what'.",أردت الحديث معك عن هذا الأمر.,I wanted to talk to you about this matter.
780,REPAIR,"قرب means near/close to; use an exact natural equivalent that remains in the audited C-band.",توجد بعض المحلات قرب منزلي.,There are a few shops close to my house.
781,PASS,,,
782,REPAIR,"Arabic expresses 'very difficult', while English says 'too difficult'.",يصعب عليّ جدًا أن أفهم هذا الكتاب.,It is very difficult for me to understand this book.
783,PASS,,,
784,REPAIR,"Arabic only says unavailable; English says 'no longer available'.",نأسف، ولكن هذا الفيديو لم يعد متاحًا.,We're sorry but this video is no longer available.
785,PASS,,,
786,PASS,,,
787,PASS,,,
788,PASS,,,
789,REPAIR,"English specifies a little/small piece; Arabic lacks that modifier.",أيمكنني الحصول على قطعة صغيرة من تلك الكعكة؟,Could I get a little piece of that cake?
790,REPAIR,"Correct form is أخرى; Arabic هذا is 'this', not generic 'it'.",لا أريد أن أسمع كلمة أخرى عن هذا!,I don't want to hear another word about this!
791,REPAIR,"Arabic تكون قد لوحظت is perfect ('must/surely have been noticed'), not future 'will be noticed'.",فتاة حسناء مثلك حتمًا تكون قد لوحظت.,A pretty girl like you must surely have been noticed.
792,PASS,,,
793,PASS,,,
794,REPAIR,"Make the reminder request explicit in both languages while preserving the audited C-band.",ذكّرني من فضلك بأنني أحتاج إلى تجديد جواز سفري.,Please remind me that I need to renew my passport.
795,PASS,,,
796,PASS,,,
797,PASS,,,
798,REPAIR,"Standard spelling is الاعتماد, not الإعتماد.","إنه أمين جدًا، لذلك يمكننا الاعتماد عليه.","He's very honest, so we can rely on him."
799,REPAIR,"Word order is awkward; use لقد ذهبت بالفعل for polished MSA.",لقد ذهبت بالفعل إلى محل الجزار هذا الصباح.,I already went to the butcher's shop this morning.
800,PASS,,,
