rank,status,note,proposed_target,proposed_english
201,PASS,,,
202,PASS,,,
203,PASS,,,
204,PASS,,,
205,REPAIR,"Je parle anglais means 'I speak English'; it does not explicitly contain pouvoir/can.",Je parle anglais.,I speak English.
206,PASS,,,
207,PASS,,,
208,PASS,,,
209,PASS,,,
210,PASS,,,
211,PASS,,,
212,PASS,,,
213,PASS,,,
214,PASS,,,
215,PASS,,,
216,PASS,,,
217,PASS,,,
218,PASS,,,
219,PASS,,,
220,REPAIR,"enseigner means teach, not specifically tutor.",Je pourrais vous enseigner.,I could teach you.
221,PASS,,,
222,PASS,,,
223,PASS,,,
224,PASS,,,
225,PASS,,,
226,PASS,,,
227,PASS,,,
228,REPAIR,"Plus-que-parfait avais prévenue means 'had warned', not emphatic simple past 'did warn'.",Je t'avais prévenue.,I had warned you.
229,PASS,,,
230,PASS,,,
231,PASS,,,
232,PASS,,,
233,PASS,,,
234,PASS,,,
235,PASS,,,
236,PASS,,,
237,PASS,,,
238,PASS,,,
239,PASS,,,
240,PASS,,,
241,PASS,,,
242,PASS,,,
243,REPAIR,"compter sur means count/rely on, not merely expect.",Je compte sur votre aide.,I'm counting on your help.
244,PASS,,,
245,PASS,,,
246,PASS,,,
247,PASS,,,
248,REPAIR,"bizarre means strange/weird; 'funny' is ambiguous for learners.","Je me sens bizarre, aujourd'hui.",I feel strange today.
249,PASS,,,
250,PASS,,,
