rank,status,note,proposed_target,proposed_english
951,PASS,,,
952,PASS,,,
953,PASS,,,
954,PASS,,,
955,PASS,,,
956,PASS,,,
957,PASS,,,
958,PASS,,,
959,PASS,,,
960,PASS,,,
961,PASS,,,
962,PASS,,,
963,PASS,,,
964,PASS,,,
965,PASS,,,
966,PASS,,,
967,PASS,,,
968,PASS,,,
969,PASS,,,
970,PASS,,,
971,PASS,,,
972,PASS,,,
973,PASS,,,
974,PASS,,,
975,PASS,,,
976,PASS,,,
977,PASS,,,
978,PASS,,,
979,PASS,,,
980,PASS,,,
981,PASS,,,
982,PASS,,,
983,PASS,,,
984,PASS,,,
985,PASS,,,
986,PASS,,,
987,PASS,,,
988,PASS,,,
989,PASS,,,
990,PASS,,,
991,PASS,,,
992,PASS,,,
993,PASS,,,
994,PASS,,,
995,PASS,,,
996,PASS,,,
997,PASS,,,
998,PASS,,,
999,PASS,,,
1000,PASS,,,
