rank,status,note,proposed_target,proposed_english
601,PASS,,,
602,PASS,,,
603,PASS,,,
604,PASS,,,
605,PASS,,,
606,PASS,,,
607,PASS,,,
608,PASS,,,
609,PASS,,,
610,PASS,,,
611,PASS,,,
612,PASS,,,
613,PASS,,,
614,PASS,,,
615,PASS,,,
616,PASS,,,
617,PASS,,,
618,PASS,,,
619,PASS,,,
620,PASS,,,
621,PASS,,,
622,PASS,,,
623,PASS,,,
624,PASS,,,
625,PASS,,,
626,PASS,,,
627,PASS,,,
628,PASS,,,
629,PASS,,,
630,PASS,,,
631,PASS,,,
632,PASS,,,
633,PASS,,,
634,PASS,,,
635,PASS,,,
636,PASS,,,
637,PASS,,,
638,PASS,,,
639,PASS,,,
640,PASS,,,
641,PASS,,,
642,PASS,,,
643,PASS,,,
644,PASS,,,
645,PASS,,,
646,PASS,,,
647,PASS,,,
648,PASS,,,
649,PASS,,,
650,PASS,,,
