rank,status,note,proposed_target,proposed_english
901,PASS,,,
902,PASS,,,
903,PASS,,,
904,PASS,,,
905,PASS,,,
906,PASS,,,
907,PASS,,,
908,PASS,,,
909,PASS,,,
910,PASS,,,
911,PASS,,,
912,PASS,,,
913,PASS,,,
914,PASS,,,
915,PASS,,,
916,PASS,,,
917,PASS,,,
918,PASS,,,
919,PASS,,,
920,PASS,,,
921,PASS,,,
922,PASS,,,
923,PASS,,,
924,PASS,,,
925,PASS,,,
926,PASS,,,
927,PASS,,,
928,PASS,,,
929,PASS,,,
930,PASS,,,
931,PASS,,,
932,PASS,,,
933,PASS,,,
934,PASS,,,
935,PASS,,,
936,PASS,,,
937,PASS,,,
938,PASS,,,
939,PASS,,,
940,PASS,,,
941,PASS,,,
942,PASS,,,
943,PASS,,,
944,PASS,,,
945,PASS,,,
946,PASS,,,
947,PASS,,,
948,PASS,,,
949,PASS,,,
950,PASS,,,
