rank,status,note,proposed_target,proposed_english
601,PASS,,,
602,PASS,,,
603,PASS,,,
604,REPAIR,"parlez français means 'speak French'; it does not explicitly express ability with pouvoir.",Je suppose que vous parlez français.,I assume you speak French.
605,PASS,,,
606,PASS,,,
607,PASS,,,
608,PASS,,,
609,REPAIR,"Natural direct English equivalent of ne peux rien faire is 'can't do anything', not the marked 'can do nothing'.",Je ne peux rien faire pour aider.,I can't do anything to help.
610,PASS,,,
611,REPAIR,"J'y arriverai is future and means 'I'll manage/succeed', not present 'I can do without'.",J'y arriverai sans son aide.,I'll manage without his help.
612,PASS,,,
613,REPAIR,"Ça va être dur d'attendre means waiting will be difficult; 'I can hardly wait' idiomatically suggests eagerness and changes meaning.",Ça va être dur d'attendre jusqu'à demain.,It will be hard to wait until tomorrow.
614,REPAIR,"French explicitly has t'aider ('help you'); English omits the object.",Je peux t'aider si tu veux.,I can help you if you want.
615,PASS,,,
616,PASS,,,
617,PASS,,,
618,PASS,,,
619,PASS,,,
620,PASS,,,
621,PASS,,,
622,PASS,,,
623,PASS,,,
624,REPAIR,"French contains no equivalent of English 'here'.",J'aurais besoin d'aide.,I could use some help.
625,PASS,,,
626,PASS,,,
627,REPAIR,"bien adds the sense of not really/not quite knowing what to say.",Je ne savais pas bien quoi dire.,I didn't quite know what to say.
628,PASS,,,
629,REPAIR,"avait fait is pluperfect; preserve the prior-past relation in English.",Je ne savais pas qui avait fait ça.,I didn't know who had done that.
630,REPAIR,"savais cuisiner directly means 'knew how to cook'; English 'could cook' is possible but less exact for instruction.",Je ne savais pas que tu savais cuisiner.,I didn't know you knew how to cook.
631,PASS,,,
632,PASS,,,
633,PASS,,,
634,PASS,,,
635,PASS,,,
636,PASS,,,
637,PASS,,,
638,PASS,,,
639,PASS,,,
640,PASS,,,
641,PASS,,,
642,PASS,,,
643,PASS,,,
644,REPAIR,"Present progressive is the natural English equivalent in this context; 'what you do' suggests habitual action.",Je ne sais pas ce que tu fais.,I don't know what you're doing.
645,PASS,,,
646,PASS,,,
647,PASS,,,
648,PASS,,,
649,PASS,,,
650,PASS,,,
