rank,status,note,proposed_target,proposed_english
251,PASS,,,
252,PASS,,,
253,REPAIR,"French directly asks whether the addressee is the one taking the speaker home; 'my ride home' is colloquial and less explicit.",C'est vous qui me reconduisez à la maison ?,Are you the one taking me home?
254,PASS,,,
255,PASS,,,
256,PASS,,,
257,PASS,,,
258,PASS,,,
259,REPAIR,"aller avec vous means go with you; English 'come with you' reverses the deictic direction.",Est-ce que je peux aller avec vous ?,Can I go with you?
260,PASS,,,
261,PASS,,,
262,PASS,,,
263,PASS,,,
264,PASS,,,
265,PASS,,,
266,PASS,,,
267,PASS,,,
268,PASS,,,
269,PASS,,,
270,PASS,,,
271,PASS,,,
272,PASS,,,
273,PASS,,,
274,REPAIR,"French learner-facing punctuation requires a space before the question mark.",Peux-tu le faire demain ?,Can you do it tomorrow?
275,PASS,,,
276,PASS,,,
277,PASS,,,
278,PASS,,,
279,REPAIR,"Accent required: plaît, not plait.","Pouvez-vous m'aider, s'il vous plaît ?","Can you help me, please?"
280,PASS,,,
281,REPAIR,"plus lentement corresponds to 'more slowly'; English 'speak slower' is less precise/standard.","Pouvez-vous parler plus lentement, s'il vous plaît ?","Can you speak more slowly, please?"
282,PASS,,,
283,PASS,,,
284,PASS,,,
285,PASS,,,
286,PASS,,,
287,PASS,,,
288,REPAIR,"Pouvez-vous is present 'Can you', not conditional 'Could you'.", "Pouvez-vous signer ici, s'il vous plaît ?","Can you sign here, please?"
289,PASS,,,
290,PASS,,,
291,PASS,,,
292,PASS,,,
293,PASS,,,
294,PASS,,,
295,PASS,,,
296,PASS,,,
297,PASS,,,
298,PASS,,,
299,PASS,,,
300,REPAIR,"Veux-tu means 'Do you want', not 'Do you feel like'.",Veux-tu te reposer ?,Do you want to rest?
