rank,status,note,proposed_target,proposed_english
501,PASS,,,
502,PASS,,,
503,PASS,,,
504,PASS,,,
505,REPAIR,"كيف تجرأ is past ('how did you dare'); idiomatic present 'How dare you' requires تجرؤ.",كيف تجرؤ على شتم أختي!,How dare you insult my sister!
506,PASS,,,
507,PASS,,,
508,PASS,,,
509,PASS,,,
510,PASS,,,
511,REPAIR,"Missing initial hamza in أستطيع.",لا أستطيع الانتظار لمقابلتك.,I can't wait to meet you.
512,PASS,,,
513,PASS,,,
514,PASS,,,
515,REPAIR,"Arabic ستفهم is future 'will understand'; English says conditional 'would understand'.",لا أعتقد أنها ستفهم.,I don't believe she will understand.
516,PASS,,,
517,REPAIR,"English adds 'even', which is absent from Arabic.",لا أعرف أي شخص هناك.,I don't know anybody there.
518,PASS,,,
519,REPAIR,"تعني is not an unambiguous equivalent of impersonal 'it means' here; make the referent explicit.",لا أدري ماذا يعني ذلك.,I don't know what it means.
520,PASS,,,
521,PASS,,,
522,PASS,,,
523,PASS,,,
524,PASS,,,
525,PASS,,,
526,PASS,,,
527,PASS,,,
528,REPAIR,"Arabic uses ذلك ('that') while English says 'this'.",عليّ فعل هذا مجددًا.,I have to do this again.
529,REPAIR,"عليي is malformed, and English is missing required 'to' before 'the bathroom'.",يجب عليّ الذهاب إلى الحمام.,I have to go to the bathroom.
530,REPAIR,"آمل أن أخاك قد تحسن is ungrammatical after أن and awkward for 'is better'.",آمل أن يكون أخوك أفضل حالًا.,I hope your brother is better.
531,REPAIR,"الحصول على المتعة is an unnatural calque; use idiomatic أستمتع.",أنا فقط أريد أن أستمتع.,I just want to have fun.
532,REPAIR,"Current لِتُصْلح is morphologically wrong for passive 'be repaired'; rewrite naturally.",عليّ أن آخذ ساعتي لإصلاحها.,I must take my watch to be repaired.
533,REPAIR,"أنا أبداً لم أُرِد is awkward word order in standard MSA.",لم أرد قط أن تذهب.,I never wanted you to go.
534,REPAIR,"Arabic بكل شيء means 'everything', while English says 'anything'.",ما كان يجب عليّ أن أخبرك بأي شيء.,I shouldn't have told you anything.
535,PASS,,,
536,PASS,,,
537,PASS,,,
538,PASS,,,
539,PASS,,,
540,PASS,,,
541,REPAIR,"Standard spelling requires أود.",أود الحصول على تأشيرة سياحية.,I would like a tourist visa.
542,REPAIR,"Arabic says 'I don't know how I'll begin'; English conditional 'wouldn't know' is different.",لا أعرف كيف سأبدأ.,I don't know how I'll begin.
543,PASS,,,
544,PASS,,,
545,PASS,,,
546,PASS,,,
547,PASS,,,
548,PASS,,,
549,PASS,,,
550,PASS,,,
