rank,status,note,proposed_target,proposed_english
351,REPAIR,"Standard orthography requires أنه.",أنا أعتقد أنه غاضب.,I think he is angry.
352,PASS,,,
353,PASS,,,
354,PASS,,,
355,PASS,,,
356,PASS,,,
357,PASS,,,
358,PASS,,,
359,REPAIR,"Missing hamza in أكون; smooth learner-facing phrasing.",سوف أكون سعيدًا بمساعدتك.,I will gladly help you.
360,REPAIR,"Current ما نحتاج is incomplete/awkward in standard learner-facing Arabic; use ما نحتاج إليه.",إنه تمامًا ما نحتاج إليه.,It's just what we need.
361,PASS,,,
362,REPAIR,"عرفنا is past ('we learned/knew'); English is present 'we know'.",نعرف الآن ما حدث.,Now we know what happened.
363,PASS,,,
364,PASS,,,
365,REPAIR,"بماذا تفكر is awkward after أخبرني; standard phrasing is بما تفكر فيه.",أخبرني بما تفكر فيه.,Tell me what you're thinking.
366,PASS,,,
367,REPAIR,"Standard spelling is اهتمام, not إهتمام.",شكرًا لك على اهتمامك.,Thank you for your interest.
368,PASS,,,
369,REPAIR,"Standard spelling is إلى.",لهذا السبب جئت إلى هنا.,That's why I came here.
370,REPAIR,"With people, standard relative construction is من لدي rather than ما لدي.",هؤلاء كل من لدي.,These are all I have.
371,PASS,,,
372,PASS,,,
373,PASS,,,
374,PASS,,,
375,PASS,,,
376,PASS,,,
377,PASS,,,
378,PASS,,,
379,PASS,,,
380,PASS,,,
381,REPAIR,"Arabic includes الآن ('now'), omitted by English.",يمكنك أن تفتح عينيك الآن.,You can open your eyes now.
382,PASS,,,
383,PASS,,,
384,PASS,,,
385,PASS,,,
386,REPAIR,"Current Arabic means 'Your words remind me of my wife', not 'You sound like my wife'.",كلامك يذكرني بزوجتي.,What you say reminds me of my wife.
387,PASS,,,
388,PASS,,,
389,REPAIR,"بمقدورنا الأكل هنا only asks whether eating here is possible; 'afford' requires cost/financial ability.",هل يمكننا تحمّل تكلفة الأكل هنا؟,Can we afford to eat here?
390,PASS,,,
391,PASS,,,
392,PASS,,,
393,PASS,,,
394,REPAIR,"السلطعون means crab; 'carp' is سمك الشبوط. Also أن needs hamza.",هل تعلم أن سمك الشبوط يأكل الشراغف؟,Did you know carp eat tadpoles?
395,PASS,,,
396,PASS,,,
397,PASS,,,
398,REPAIR,"رخصتك is generic 'your license'; English specifically says driver's license.",هل رخصة قيادتك معك؟,Do you have your driver's license?
399,PASS,,,
400,REPAIR,"فهمت is 'did you understand', not 'do you know'.",هل فهمت ما أقصده؟,Did you understand what I mean?
