rank,status,note,proposed_target,proposed_english
101,PASS,,,
102,PASS,,,
103,PASS,,,
104,PASS,,,
105,PASS,,,
106,PASS,,,
107,PASS,,,
108,PASS,,,
109,PASS,,,
110,PASS,,,
111,PASS,,,
112,PASS,,,
113,PASS,,,
114,PASS,,,
115,PASS,,,
116,PASS,,,
117,PASS,,,
118,PASS,,,
119,PASS,,,
120,PASS,,,
121,PASS,,,
122,PASS,,,
123,PASS,,,
124,PASS,,,
125,PASS,,,
126,PASS,,,
127,PASS,,,
128,PASS,,,
129,PASS,,,
130,PASS,,,
131,PASS,,,
132,REPAIR,"Dénué de toit is highly unnatural for a basic learner sentence; use the standard expression sans abri and align English.",Je suis sans abri.,I am homeless.
133,PASS,,,
134,PASS,,,
135,PASS,,,
136,PASS,,,
137,PASS,,,
138,REPAIR,"J'ai besoin que tu m'aides explicitly means 'I need you to help me', not merely 'I need your help'.",J'ai besoin que tu m'aides.,I need you to help me.
139,PASS,,,
140,REPAIR,"Second-person singular imperative is Paie (or Paye), not Paies.",Paie ce que tu peux.,Pay what you can.
141,PASS,,,
142,REPAIR,"Dis-moi means 'tell me'; English 'Say you understand me' drops the indirect-object meaning.",Dis-moi que tu me comprends.,Tell me you understand me.
143,PASS,,,
144,PASS,,,
145,PASS,,,
146,PASS,,,
147,PASS,,,
148,PASS,,,
149,PASS,,,
150,PASS,,,
