rank,status,note,proposed_target,proposed_english
1,PASS,,,
2,PASS,,,
3,PASS,,,
4,PASS,,,
5,PASS,,,
6,PASS,,,
7,PASS,,,
8,PASS,,,
9,PASS,,,
10,REPAIR,"Accent required: plaît, not plait.","Aide-moi, s'il te plaît.","Help me, please."
11,PASS,,,
12,PASS,,,
13,REPAIR,"Je t'en prie most naturally means 'You're welcome' / 'please', not 'Here you are'.",Je t'en prie.,You're welcome.
14,PASS,,,
15,PASS,,,
16,PASS,,,
17,PASS,,,
18,PASS,,,
19,PASS,,,
20,PASS,,,
21,PASS,,,
22,PASS,,,
23,PASS,,,
24,PASS,,,
25,PASS,,,
26,PASS,,,
27,PASS,,,
28,PASS,,,
29,PASS,,,
30,REPAIR,"Pardonne-moi means 'forgive me', not 'excuse me'.",Pardonne-moi s'il te plaît.,Please forgive me.
31,PASS,,,
32,PASS,,,
33,PASS,,,
34,PASS,,,
35,PASS,,,
36,PASS,,,
37,PASS,,,
38,PASS,,,
39,PASS,,,
40,REPAIR,"Nous partons demain means 'We're leaving tomorrow', not simple present 'We go tomorrow'.",Nous partons demain.,We're leaving tomorrow.
41,PASS,,,
42,PASS,,,
43,PASS,,,
44,PASS,,,
45,PASS,,,
46,REPAIR,"Se joindre requires a complement and means 'join'; current sentence is incomplete and English 'come' is not exact.",Tu peux te joindre à nous.,You can join us.
47,PASS,,,
48,PASS,,,
49,PASS,,,
50,PASS,,,
