rank,status,note,proposed_target,proposed_english
951,PASS,,,
952,PASS,,,
953,PASS,,,
954,PASS,,,
955,PASS,,,
956,PASS,,,
957,REPAIR,"French says 'you did not learn to speak French'; English changes this to present inability/knowledge.",Je sais que tu n'as pas appris à parler français.,I know you didn't learn to speak French.
958,PASS,,,
959,PASS,,,
960,PASS,,,
961,PASS,,,
962,PASS,,,
963,REPAIR,"J'ai dû laisser expresses a strong inference ('must have left'), not weak possibility 'may have left'.",J'ai dû laisser mon portefeuille dans le bus.,I must have left my wallet on the bus.
964,REPAIR,"sur le chemin de l'école à la maison is awkward/nonstandard for 'on my way home from school'; use natural French.",Je l'ai rencontré en rentrant de l'école.,I met him on my way home from school.
965,PASS,,,
966,PASS,,,
967,PASS,,,
968,REPAIR,"passer means come/stop by; English adds the purpose 'to see me'.","Même si elle devait passer, dis-lui que je ne suis pas à la maison.","Even if she stops by, tell her I am not at home."
969,PASS,,,
970,PASS,,,
971,PASS,,,
972,REPAIR,"Natural English requires 'ask for help', not 'ask help from'.","C'est la dernière personne à qui je demanderais de l'aide, car il n'est pas du tout fiable.","He's the last person I would ask for help, because he is completely unreliable."
973,PASS,,,
974,PASS,,,
975,PASS,,,
976,PASS,,,
977,PASS,,,
978,REPAIR,"French asks whether the speaker speaks French well enough; English adds can/ability.",Je ne sais pas si je parle assez bien français pour pouvoir expliquer ceci correctement.,I don't know if I speak French well enough to explain this properly.
979,PASS,,,
980,REPAIR,"After negative Je ne pense pas que, standard French requires the subjunctive j'aie.",Je ne pense pas que j'aie envie de répondre à plus de tes questions pour l'instant.,I don't think I want to answer any more of your questions right now.
981,PASS,,,
982,PASS,,,
983,PASS,,,
984,REPAIR,"Je ne voudrais pas is conditional/polite 'I wouldn't want', not simple present 'I don't want'.","Je ne voudrais pas te presser, mais essayons de prendre le prochain bus.","I wouldn't want to rush you, but let's try to catch the next bus."
985,PASS,,,
986,PASS,,,
987,REPAIR,"French means the speaker cannot understand what drives some people to troll forums; English invents a 'what goes through their minds' formulation.",Je n'arrive pas à comprendre les raisons qui poussent certaines personnes à parasiter les forums.,I can't understand what drives some people to troll forums.
988,PASS,,,
989,PASS,,,
990,REPAIR,"serrer dans ses bras means hug; English 'hold me' is less exact.",J'ai besoin que quelqu'un me serre dans ses bras et me dise que tout ira bien.,I need someone to hug me and tell me everything will be all right.
991,REPAIR,"English 'used to never eat' is awkward; preserve the habitual past naturally.",Je me rappelle quand nous ne mangions jamais de légumes que nous n'avions pas cultivés nous-mêmes.,I remember when we never ate vegetables that we hadn't grown ourselves.
992,REPAIR,"gérer les déchets means manage/handle waste; English 'disposing of waste' narrows the meaning.",Je pense qu'il est temps de changer nos façons de gérer les déchets.,I think it is about time we changed our ways of managing waste.
993,REPAIR,"For polished standard French, prefer ce serait over colloquial ça serait in this workbook register.",Je pense que ce serait une bonne idée pour toi d'étudier le français.,I think that it would be a good idea for you to study French.
994,REPAIR,"en fait means actually/in fact; English 'as it is' is not the direct equivalent.",Je pensais que les choses allaient s'améliorer mais en fait elles ne font qu'empirer.,"I thought things would get better, but in fact they are only getting worse."
995,PASS,,,
996,PASS,,,
997,REPAIR,"présentement is regionally marked; use maintenant for broadly standard learner French.","Je veux passer un coup de téléphone, mais je n'ai pas de monnaie maintenant.","I want to make a phone call, but I don't have any change now."
998,PASS,,,
999,PASS,,,
1000,PASS,,,
