rank,status,note,proposed_target,proposed_english
251,PASS,,,
252,PASS,,,
253,PASS,,,
254,REPAIR,"Arabic lacks 'here' present in English.",هل جئت إلى هنا وحدك؟,Did you come here alone?
255,PASS,,,
256,REPAIR,"Explicit accusative tanwin in خبرةً is incorrect after لديك; use unvocalized خبرة.",هل لديك خبرة في العمل؟,Do you have work experience?
257,PASS,,,
258,PASS,,,
259,REPAIR,"أن تشرب means 'to drink', not specifically 'a drink'.",هل تريد أن تشرب؟,Do you want to drink?
260,PASS,,,
261,PASS,,,
262,PASS,,,
263,PASS,,,
264,PASS,,,
265,PASS,,,
266,PASS,,,
267,REPAIR,"هذا means 'this', not 'that'.",من أينَ تعرف هذا؟,How do you know this?
268,REPAIR,"هاذا is a spelling error; interrogative should be ماذا.",ماذا عساني أن أفعل الآن؟,What can I do now?
269,PASS,,,
270,PASS,,,
271,PASS,,,
272,PASS,,,
273,PASS,,,
274,PASS,,,
275,PASS,,,
276,PASS,,,
277,PASS,,,
278,PASS,,,
279,PASS,,,
280,REPAIR,"Standard spelling is الإفطار.",متى تتناول الإفطار؟,When do you eat breakfast?
281,PASS,,,
282,PASS,,,
283,REPAIR,"ملابس is a diptote/plural form; current ملابسا is incorrect orthography here.",من أين تشتري ملابس؟,Where do you buy clothes?
284,REPAIR,"Lunch is الغداء; الغذاء means food/nourishment.",أين تتناول الغداء؟,Where do you have lunch?
285,REPAIR,"Interrogative 'why' should be لِمَ or لماذا; unmarked لم is confusable with the negative particle.",لماذا تركتني؟,Why did you abandon me?
286,REPAIR,"Interrogative 'why' should be لِمَ or لماذا.",لماذا سألتني؟,Why did you ask me?
287,REPAIR,"Interrogative 'why' should be لِمَ or لماذا.",لماذا اخترتني؟,Why did you choose me?
288,PASS,,,
289,REPAIR,"Interrogative 'why' should be لِمَ or لماذا.",لماذا قلت ذلك؟,Why did you say that?
290,REPAIR,"Current Arabic means 'Why didn't you accept?'; it does not explicitly say 'say yes'.",لماذا لم تقل نعم؟,Why didn't you say yes?
291,PASS,,,
292,PASS,,,
293,PASS,,,
294,PASS,,,
295,PASS,,,
296,REPAIR,"Missing terminal question mark in learner-facing text.",لماذا لا تحبني؟,Why don't you like me?
297,REPAIR,"لمذا is a spelling error for لماذا.",لماذا أتيت إلى هنا؟,Why have you come here?
298,REPAIR,"Current لم أقول is grammatically incompatible with the intended 'Why would I say anything?'.",لماذا قد أقول شيئًا؟,Why would I say anything?
299,PASS,,,
300,PASS,,,
