rank,status,note,proposed_target,proposed_english
301,REPAIR,"Arabic lacks 'here' and has unnecessary spacing around و.",تعال إلى هنا وساعدني.,Come here and help me.
302,PASS,,,
303,REPAIR,"وظيفة means job; homework is واجب منزلي/واجبات منزلية.",ليس لدي واجب منزلي اليوم.,I have no homework today.
304,PASS,,,
305,PASS,,,
306,PASS,,,
307,PASS,,,
308,PASS,,,
309,PASS,,,
310,PASS,,,
311,REPAIR,"Current Arabic means roughly 'I should not come here'; English is past counterfactual 'shouldn't have come'.",لم يكن ينبغي لي أن آتي هنا.,I shouldn't have come here.
312,PASS,,,
313,PASS,,,
314,PASS,,,
315,PASS,,,
316,PASS,,,
317,REPAIR,"مجازون من المدرسة is awkward learner-facing MSA; use a direct standard expression for having no school session.",ليس لدينا دوام مدرسي غدًا.,We have no school tomorrow.
318,PASS,,,
319,PASS,,,
320,REPAIR,"Standard spelling is المجيء, not المجيئ.",يمكنك المجيء معي.,You can come with me.
321,PASS,,,
322,PASS,,,
323,PASS,,,
324,REPAIR,"تعود means return; English 'come home' is less exact.",تحتاج إلى أن تعود إلى المنزل.,You need to return home.
325,PASS,,,
326,PASS,,,
327,PASS,,,
328,PASS,,,
329,PASS,,,
330,PASS,,,
331,PASS,,,
332,PASS,,,
333,PASS,,,
334,PASS,,,
335,REPAIR,"Missing initial hamza: أستطيع.",أستطيع فعل كل شيء بنفسي.,I can do everything myself.
336,PASS,,,
337,PASS,,,
338,PASS,,,
339,PASS,,,
340,REPAIR,"لم أعد ... بعد الآن is redundant; use one no-longer construction.",لم أعد أحبك.,I don't like you anymore.
341,PASS,,,
342,REPAIR,"Standard spelling of the borrowing is ألبوماتك.",لدي كل ألبوماتك.,I have all your albums.
343,PASS,,,
344,PASS,,,
345,REPAIR,"Standard orthography requires أنا أعرف.",أنا أعرف كيفية النجاة.,I know how to survive.
346,PASS,,,
347,PASS,,,
348,PASS,,,
349,PASS,,,
350,REPAIR,"English adverb is 'differently', not adjective 'different'.",أفكّر بشكل مختلف عنك.,I think differently from you.
