rank,status,note,proposed_target,proposed_english
751,PASS,,,
752,PASS,,,
753,PASS,,,
754,PASS,,,
755,PASS,,,
756,PASS,,,
757,PASS,,,
758,PASS,,,
759,PASS,,,
760,PASS,,,
761,PASS,,,
762,PASS,,,
763,PASS,,,
764,PASS,,,
765,PASS,,,
766,PASS,,,
767,PASS,,,
768,PASS,,,
769,PASS,,,
770,PASS,,,
771,PASS,,,
772,PASS,,,
773,PASS,,,
774,PASS,,,
775,PASS,,,
776,PASS,,,
777,PASS,,,
778,PASS,,,
779,PASS,,,
780,PASS,,,
781,PASS,,,
782,PASS,,,
783,PASS,,,
784,PASS,,,
785,PASS,,,
786,PASS,,,
787,PASS,,,
788,PASS,,,
789,PASS,,,
790,PASS,,,
791,PASS,,,
792,PASS,,,
793,PASS,,,
794,PASS,,,
795,PASS,,,
796,PASS,,,
797,PASS,,,
798,PASS,,,
799,PASS,,,
800,PASS,,,
