rank,status,note,proposed_target,proposed_english
551,PASS,,,
552,PASS,,,
553,PASS,,,
554,PASS,,,
555,PASS,,,
556,PASS,,,
557,PASS,,,
558,PASS,,,
559,PASS,,,
560,PASS,,,
561,PASS,,,
562,PASS,,,
563,PASS,,,
564,PASS,,,
565,PASS,,,
566,PASS,,,
567,PASS,,,
568,PASS,,,
569,PASS,,,
570,PASS,,,
571,PASS,,,
572,PASS,,,
573,PASS,,,
574,PASS,,,
575,PASS,,,
576,PASS,,,
577,PASS,,,
578,PASS,,,
579,PASS,,,
580,PASS,,,
581,PASS,,,
582,PASS,,,
583,PASS,,,
584,PASS,,,
585,PASS,,,
586,PASS,,,
587,PASS,,,
588,PASS,,,
589,PASS,,,
590,PASS,,,
591,PASS,,,
592,PASS,,,
593,PASS,,,
594,PASS,,,
595,PASS,,,
596,PASS,,,
597,PASS,,,
598,PASS,,,
599,PASS,,,
600,PASS,,,
